"","DrugBank Compound (Name, ID)","Similarity to ","Link"
"1","Diltiazem (DB00343)","0.9687","http://www.drugbank.ca/drugs/DB00343"
"2","Vilazodone (DB06684)","0.9538","http://www.drugbank.ca/drugs/DB06684"
"3","2-Phenyl-1-[4-(2-Piperidin-1-Yl-Ethoxy)-Phenyl]-1,2,3,4-Tetrahydro-Isoquinolin-6-Ol (DB04471)","0.9534","http://www.drugbank.ca/drugs/DB04471"
"4","Morpholine-4-Carboxylic Acid [1-(2-Benzylsulfanyl-1-Formyl-Ethylcarbamoyl)-2-Phenyl-Ethyl]-Amide (DB03984)","0.9483","http://www.drugbank.ca/drugs/DB03984"
"5","PHENYLALANYLAMINODI(ETHYLOXY)ETHYL BENZENESULFONAMIDEAMINOCARBONYLBENZENESULFONAMIDE (DB07710)","0.9476","http://www.drugbank.ca/drugs/DB07710"
"6","Asimadoline (DB05104)","0.9462","http://www.drugbank.ca/drugs/DB05104"
"7","Compound 12, N-Acetyl-4-[(Carboxycarbonyl)(2-Carboxyphenyl)Amino]-N-Pentyl-1-Napthylalaniamide (DB01820)","0.9457","http://www.drugbank.ca/drugs/DB01820"
"8","DMP450 (DB02102)","0.9452","http://www.drugbank.ca/drugs/DB02102"
"9","Flavoxate (DB01148)","0.9450","http://www.drugbank.ca/drugs/DB01148"
"10","4-[4-(1-Amino-1-Methylethyl)Phenyl]-5-Chloro-N-[4-(2-Morpholin-4-Ylethyl)Phenyl]Pyrimidin-2-Amine (DB02491)","0.9450","http://www.drugbank.ca/drugs/DB02491"
"11","1-Acetyl-4-(4-{4-[(2-Ethoxyphenyl)Thio]-3-Nitrophenyl}Pyridin-2-Yl)Piperazine (DB02177)","0.9448","http://www.drugbank.ca/drugs/DB02177"
"12","(1S,5S,7R)-N~7~-(BIPHENYL-4-YLMETHYL)-N~3~-HYDROXY-6,8-DIOXA-3-AZABICYCLO[3.2.1]OCTANE-3,7-DICARBOXAMIDE (DB07026)","0.9439","http://www.drugbank.ca/drugs/DB07026"
"13","1-(5-Tert-Butyl-2-P-Tolyl-2h-Pyrazol-3-Yl)-3-[4-(2-Morpholin-4-Yl-Ethoxy)-Naphthalen-1-Yl]-Urea (DB03044)","0.9434","http://www.drugbank.ca/drugs/DB03044"
"14","(4r,5s,6s,7r)-1,3-Dibenzyl-4,7-Bis(Phenoxymethyl)-5,6-Dihydroxy-1,3 Diazepan-2-One (DB01732)","0.9429","http://www.drugbank.ca/drugs/DB01732"
"15","RU85493 (DB01908)","0.9407","http://www.drugbank.ca/drugs/DB01908"
"16","RU82129 (DB03104)","0.9404","http://www.drugbank.ca/drugs/DB03104"
"17","Benazepril (DB00542)","0.9404","http://www.drugbank.ca/drugs/DB00542"
"18","2-(2-{2-[(BIPHENYL-4-YLMETHYL)-AMINO]-3-MERCAPTO-PENTANOYLAMINO}-ACETYLAMINO)-3-METHYL-BUTYRIC ACID METHYL ESTER (DB08643)","0.9403","http://www.drugbank.ca/drugs/DB08643"
"19","1-[4-(Octahydro-Pyrido[1,2-a]Pyrazin-2-Yl)-Phenyl]-2-Phenyl-1,2,3,4-Tetrahydro-Isoquinolin-6-Ol (DB03802)","0.9402","http://www.drugbank.ca/drugs/DB03802"
"20","N-Alpha-(2-Naphthylsulfonyl)-N(3-Amidino-L-Phenylalaninyl)-4-Acetyl-Piperazine (DB04125)","0.9401","http://www.drugbank.ca/drugs/DB04125"
"21","RU85053 (DB03712)","0.9398","http://www.drugbank.ca/drugs/DB03712"
"22","3-[[N-[4-Methyl-Piperazinyl]Carbonyl]-Phenylalaninyl-Amino]-5-Phenyl-Pentane-1-Sulfonic Acid Benzyloxy-Amide (DB04427)","0.9397","http://www.drugbank.ca/drugs/DB04427"
"23","({3-[1-(4-HYDROXY-2-OXO-2H-CHROMEN-3-YL)-PROPYL]-PHENYLCARBAMOYL}-METHYL)-CARBAMIC ACID TERT-BUTYL ESTER (DB08664)","0.9390","http://www.drugbank.ca/drugs/DB08664"
"24","Cinnarizine (DB00568)","0.9387","http://www.drugbank.ca/drugs/DB00568"
"25","N-(4-MORPHOLINE)CARBONYL-B-(1-NAPHTHYL)-L-ALANINE-L-LEUCINE BORONIC ACID (DB04732)","0.9385","http://www.drugbank.ca/drugs/DB04732"
"26","Br-Coeleneterazine (DB02006)","0.9384","http://www.drugbank.ca/drugs/DB02006"
"27","I-Coeleneterazine (DB04146)","0.9384","http://www.drugbank.ca/drugs/DB04146"
"28","N-(R-Carboxy-Ethyl)-Alpha-(S)-(2-Phenylethyl) (DB02505)","0.9383","http://www.drugbank.ca/drugs/DB02505"
"29","[1-(1-Benzyl-3-Hydroxy-2-Oxo-Propylcarbamoyl)-2-Phenyl-Ethyl]-Carbamic Acid Benzyl Ester (DB01871)","0.9380","http://www.drugbank.ca/drugs/DB01871"
"30","Carphenazine (DB01038)","0.9376","http://www.drugbank.ca/drugs/DB01038"
"31","RU82197 (DB03268)","0.9376","http://www.drugbank.ca/drugs/DB03268"
"32","Amiodarone (DB01118)","0.9375","http://www.drugbank.ca/drugs/DB01118"
"33","N-cyclopropyl-4-methyl-3-{2-[(2-morpholin-4-ylethyl)amino]quinazolin-6-yl}benzamide (DB08351)","0.9371","http://www.drugbank.ca/drugs/DB08351"
"34","Cis-[4,5-Bis-(4-Chlorophenyl)-2-(2-Isopropoxy-4-Methoxyphenyl)-4,5-Dihyd Roimidazol-1-Yl]-Piperazin-1-Yl-Methanone (DB04144)","0.9367","http://www.drugbank.ca/drugs/DB04144"
"35","N-(Allyloxycarbonyl)-4-[N-(Carboxy-Formyl)-2-(Benzoic Acid)-Amino]-L-Phenylalaninyl-Amino-Butyloxy-(6-Hydroxy-Benzoic Acid Methyl Ester) (DB04088)","0.9366","http://www.drugbank.ca/drugs/DB04088"
"36","Ranolazine (DB00243)","0.9366","http://www.drugbank.ca/drugs/DB00243"
"37","6-ETHYL-5-[(2S)-1-(3-METHOXYPROPYL)-2-PHENYL-1,2,3,4-TETRAHYDROQUINOLIN-7-YL]PYRIMIDINE-2,4-DIAMINE (DB08099)","0.9350","http://www.drugbank.ca/drugs/DB08099"
"38","RU81843 (DB04495)","0.9345","http://www.drugbank.ca/drugs/DB04495"
"39","Aripiprazole (DB01238)","0.9344","http://www.drugbank.ca/drugs/DB01238"
"40","1-BENZYL-3-(4-METHOXYPHENYLAMINO)-4-PHENYLPYRROLE-2,5-DIONE (DB08063)","0.9342","http://www.drugbank.ca/drugs/DB08063"
"41","RU84687 (DB01678)","0.9342","http://www.drugbank.ca/drugs/DB01678"
"42","(S)-2-((S)-3-ISOBUTYL-2,5-DIOXO-4-QUINOLIN-3-YLMETHYL-[1,4]DIAZEPAN-1YL)-N-METHYL-3-NAPHTALEN-2-YL-PROPIONAMIDE (DB04724)","0.9338","http://www.drugbank.ca/drugs/DB04724"
"43","5-Chloro-1h-Indole-2-Carboxylic Acid [1-(4-Fluorobenzyl)-2-(4-Hydroxypiperidin-1yl)-2-Oxoethyl]Amide (DB03383)","0.9334","http://www.drugbank.ca/drugs/DB03383"
"44","(2-Sulfanyl-3-Phenylpropanoyl)-Phe-Tyr (DB03949)","0.9330","http://www.drugbank.ca/drugs/DB03949"
"45","Cis-[4,5-Bis-(4-Bromophenyl)-2-(2-Ethoxy-4-Methoxyphenyl)-4,5-Dihydroimidazol-1-Yl]-[4-(2-Hydroxyethyl)Piperazin-1-Yl]Methanone (DB02872)","0.9330","http://www.drugbank.ca/drugs/DB02872"
"46","N-Alpha-(2-Naphthylsulfonyl)-N-(3-Amidino-L-Phenylalaninyl)-D-Pipecolinic Acid (DB04238)","0.9329","http://www.drugbank.ca/drugs/DB04238"
"47","RU90395 (DB02432)","0.9327","http://www.drugbank.ca/drugs/DB02432"
"48","(3r)-4-(P-Toluenesulfonyl)-1,4-Thiazane-3-Carboxylicacid-L-Phenylalanine Ethyl Ester (DB01712)","0.9327","http://www.drugbank.ca/drugs/DB01712"
"49","Flunarizine (DB04841)","0.9325","http://www.drugbank.ca/drugs/DB04841"
"50","Cisapride (DB00604)","0.9324","http://www.drugbank.ca/drugs/DB00604"
"51","3-FLUORO-5-MORPHOLIN-4-YL-N-[3-(2-PYRIDIN-4-YLETHYL)-1H-INDOL-5-YL]BENZAMIDE (DB08091)","0.9322","http://www.drugbank.ca/drugs/DB08091"
"52","RU82209 (DB03591)","0.9321","http://www.drugbank.ca/drugs/DB03591"
"53","6-CHLORO-N-{(3S)-1-[(1S)-1-METHYL-2-(4-MORPHOLINYL)-2-OXO ETHYL]-2-OXO-3-PYRROLIDINYL}-2-NAPHTHALENESULFONAMIDE (DB07847)","0.9316","http://www.drugbank.ca/drugs/DB07847"
"54","N-{(1S,2R)-2-hydroxy-1-[(hydroxyamino)carbonyl]propyl}-4-{[4-(morpholin-4-ylmethyl)phenyl]ethynyl}benzamide (DB07536)","0.9314","http://www.drugbank.ca/drugs/DB07536"
"55","1-{2-[(4-CHLOROPHENYL)AMINO]-2-OXOETHYL}-N-(1-ISOPROPYLPIPERIDIN-4-YL)-1H-INDOLE-2-CARBOXAMIDE (DB07974)","0.9313","http://www.drugbank.ca/drugs/DB07974"
"56","(2S)-6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2-(3,5-DIFLUOROPHENYL)-4-(3-METHOXYPROPYL)-2H-1,4-BENZOXAZIN-3(4H)-ONE (DB07113)","0.9312","http://www.drugbank.ca/drugs/DB07113"
"57","[4-(6-Chloro-Naphthalene-2-Sulfonyl)-Piperazin-1-Yl]-(3,4,5,6-Tetrahydro-2h-[1,4']Bipyridinyl-4-Yl)-Methanone (DB01836)","0.9308","http://www.drugbank.ca/drugs/DB01836"
"58","N-(1-ISOPROPYLPIPERIDIN-4-YL)-1-(3-METHOXYBENZYL)-1H-INDOLE-2-CARBOXAMIDE (DB07973)","0.9307","http://www.drugbank.ca/drugs/DB07973"
"59","Cp403700, (S)-1-{2-[(5-Chloro-1h-Indole-2-Carbonyl)-Amino]-3-Phenyl-Propionyl}-Azetidine-3-Carboxylate (DB03744)","0.9306","http://www.drugbank.ca/drugs/DB03744"
"60","3-[N-[Benzyloxycarbonyl]-Phenylalaninyl-Amino]-5-Phenyl-Pentane-1-Sulfonic Acid 4-Nitro-Phenyl Ester (DB02051)","0.9304","http://www.drugbank.ca/drugs/DB02051"
"61","5-(5-chloro-2,4-dihydroxyphenyl)-N-ethyl-4-[4-(morpholin-4-ylmethyl)phenyl]isoxazole-3-carboxamide (DB06961)","0.9303","http://www.drugbank.ca/drugs/DB06961"
