"","DrugBank Compound (Name, ID)","Similarity to ","Link"
"1","1-[2-(S)-AMINO-3-BIPHENYL-4-YL-PROPIONYL]-PYRROLIDINE-2-(S)-CARBONITRILE (DB08024)","0.9762","http://www.drugbank.ca/drugs/DB08024"
"2","2-(2-{2-[(BIPHENYL-4-YLMETHYL)-AMINO]-3-MERCAPTO-PENTANOYLAMINO}-ACETYLAMINO)-3-METHYL-BUTYRIC ACID METHYL ESTER (DB08643)","0.9713","http://www.drugbank.ca/drugs/DB08643"
"3","(2s,3r)-3-Amino-2-Hydroxy-5-(Ethylsulfanyl)Pentanoyl-((S)-(-)-(1-Naphthyl)Ethyl)Amide (DB04108)","0.9702","http://www.drugbank.ca/drugs/DB04108"
"4","N-[4-({[5-(DIMETHYLAMINO)-1-NAPHTHYL]SULFONYL}AMINO)BUTYL]-3-SULFANYLPROPANAMIDE (DB07526)","0.9701","http://www.drugbank.ca/drugs/DB07526"
"5","4-[(7R,7AS)-7-HYDROXY-1,3-DIOXOTETRAHYDRO-1H-PYRROLO[1,2-C]IMIDAZOL-2(3H)-YL]-1-NAPHTHONITRILE (DB08087)","0.9689","http://www.drugbank.ca/drugs/DB08087"
"6","6-[N-(1-Isopropyl-1,2,3,4-Tetrahydro-7-Isoquinolinyl)Carbamyl]-2-Naphthalenecarboxamidine (DB02705)","0.9641","http://www.drugbank.ca/drugs/DB02705"
"7","(6S)-2-amino-6-(3'-methoxybiphenyl-3-yl)-3,6-dimethyl-5,6-dihydropyrimidin-4(3H)-one (DB07874)","0.9626","http://www.drugbank.ca/drugs/DB07874"
"8","6-[N-(4-Ethyl-1,2,3,4-Tetrahydro-6-Isoquinolinyl)Carbamyl]-2-Naphthalenecarboxamidine (DB02551)","0.9622","http://www.drugbank.ca/drugs/DB02551"
"9","1-Menaphthyl Glutathione Conjugate (DB03885)","0.9621","http://www.drugbank.ca/drugs/DB03885"
"10","(6R)-2-amino-6-[2-(3'-methoxybiphenyl-3-yl)ethyl]-3,6-dimethyl-5,6-dihydropyrimidin-4(3H)-one (DB07519)","0.9619","http://www.drugbank.ca/drugs/DB07519"
"11","Quinacrine (DB01103)","0.9619","http://www.drugbank.ca/drugs/DB01103"
