"","DrugBank Compound (Name, ID)","Similarity to ","Link"
"1","LE-SN38 (DB05482)","1.0000","http://www.drugbank.ca/drugs/DB05482"
"2","Camptothecin (DB04690)","0.9920","http://www.drugbank.ca/drugs/DB04690"
"3","Topotecan (DB01030)","0.9913","http://www.drugbank.ca/drugs/DB01030"
"4","BNP 1350 (DB05806)","0.9799","http://www.drugbank.ca/drugs/DB05806"
"5","CRA_16847 (DB02063)","0.9730","http://www.drugbank.ca/drugs/DB02063"
"6","(1S)-2-(1H-INDOL-3-YL)-1-[({5-[(E)-2-PYRIDIN-4-YLVINYL]PYRIDIN-3-YL}OXY)METHYL]ETHYLAMINE (DB07107)","0.9585","http://www.drugbank.ca/drugs/DB07107"
"7","(5-Oxo-5,6-Dihydro-Indolo[1,2-a]Quinazolin-7-Yl)-Acetic Acid (DB01765)","0.9544","http://www.drugbank.ca/drugs/DB01765"
"8","CRA_10655 (DB02526)","0.9518","http://www.drugbank.ca/drugs/DB02526"
"9","(2S)-3-(1-{[2-(2-CHLOROPHENYL)-5-METHYL-1,3-OXAZOL-4-YL]METHYL}-1H-INDOL-5-YL)-2-ETHOXYPROPANOIC ACID (DB06908)","0.9494","http://www.drugbank.ca/drugs/DB06908"
"10","Droperidol (DB00450)","0.9492","http://www.drugbank.ca/drugs/DB00450"
"11","CRA_17312 (DB02084)","0.9482","http://www.drugbank.ca/drugs/DB02084"
"12","CRA_17693 (DB01741)","0.9475","http://www.drugbank.ca/drugs/DB01741"
"13","4-(1-Benzyl-3-Carbamoylmethyl-2-Methyl-1h-Indol-5-Yloxy)-Butyric Acid (DB02936)","0.9466","http://www.drugbank.ca/drugs/DB02936"
"14","Cilansetron (DB04885)","0.9461","http://www.drugbank.ca/drugs/DB04885"
"15","N-(2-hydroxy-1,1-dimethylethyl)-1-methyl-3-(1H-pyrrolo[2,3-b]pyridin-2-yl)-1H-indole-5-carboxamide (DB06834)","0.9432","http://www.drugbank.ca/drugs/DB06834"
"16","1-Benzyl-5-Methoxy-2-Methyl-1h-Indol-3-Yl)-Acetic Acid (DB03121)","0.9389","http://www.drugbank.ca/drugs/DB03121"
"17","8-Benzyl-2-Hydroxy-2-(4-Hydroxy-Benzyl)-6-(4-Hydroxy-Phenyl)-2h-Imidazo[1,2-a]Pyrazin-3-One (DB02194)","0.9371","http://www.drugbank.ca/drugs/DB02194"
"18","(5E,7S)-2-amino-7-(4-fluoro-2-pyridin-3-ylphenyl)-4-methyl-7,8-dihydroquinazolin-5(6H)-one oxime (DB08197)","0.9365","http://www.drugbank.ca/drugs/DB08197"
"19","8-Benzyl-2-Hydroperoxy-2-(4-Hydroxy-Benzyl)-6-(4-Hydroxy-Phenyl)-2h-Imidazo[1,2-a]Pyrazin-3-One (DB02241)","0.9362","http://www.drugbank.ca/drugs/DB02241"
"20","N-[(13-CYCLOHEXYL-6,7-DIHYDROINDOLO[1,2-D][1,4]BENZOXAZEPIN-10-YL)CARBONYL]-2-METHYL-L-ALANINE (DB08031)","0.9360","http://www.drugbank.ca/drugs/DB08031"
"21","Bopindolol (DB08807)","0.9354","http://www.drugbank.ca/drugs/DB08807"
"22","[3-(1-Benzyl-3-Carbamoylmethyl-2-Methyl-1h-Indol-5-Yloxy)-Propyl-]-Phosphonic Acid (DB02504)","0.9353","http://www.drugbank.ca/drugs/DB02504"
"23","CRA_10433 (DB03173)","0.9351","http://www.drugbank.ca/drugs/DB03173"
"24","Indacaterol (DB05039)","0.9350","http://www.drugbank.ca/drugs/DB05039"
"25","Indomethacin (DB00328)","0.9339","http://www.drugbank.ca/drugs/DB00328"
"26","1-(4-IODOBENZOYL)-5-METHOXY-2-METHYL INDOLE-3-ACETIC ACID (DB07983)","0.9339","http://www.drugbank.ca/drugs/DB07983"
"27","8-ethyl-3,10,10-trimethyl-4,5,6,8,10,12-hexahydropyrazolo[4',3':6,7]cyclohepta[1,2-b]pyrrolo[2,3-f]indol-9(1H)-one (DB07266)","0.9334","http://www.drugbank.ca/drugs/DB07266"
"28","1-(5-Carboxypentyl)-5-[(2,6-Dichlorobenzyl)Oxy]-1 H-Indole-2-Carboxylic Acid (DB02316)","0.9334","http://www.drugbank.ca/drugs/DB02316"
"29","CRA_10991 (DB01771)","0.9332","http://www.drugbank.ca/drugs/DB01771"
"30","N-{[4-(but-2-yn-1-yloxy)phenyl]sulfonyl}-5-methyl-D-tryptophan (DB07233)","0.9331","http://www.drugbank.ca/drugs/DB07233"
"31","1-CYCLOHEXYL-N-{[1-(4-METHYLPHENYL)-1H-INDOL-3-YL]METHYL}METHANAMINE (DB06833)","0.9331","http://www.drugbank.ca/drugs/DB06833"
"32","3-{3-bromo-4-[(2,4-difluorobenzyl)oxy]-6-methyl-2-oxopyridin-1(2H)-yl}-N,4-dimethylbenzamide (DB07941)","0.9330","http://www.drugbank.ca/drugs/DB07941"
"33","3-[1-(3-AMINOPROPYL)-1H-INDOL-3-YL]-4-(1H-INDOL-3-YL)-1H-PYRROLE-2,5-DIONE (DB07457)","0.9326","http://www.drugbank.ca/drugs/DB07457"
"34","3-(5-{[4-(AMINOMETHYL)PIPERIDIN-1-YL]METHYL}-1H-INDOL-2-YL)QUINOLIN-2(1H)-ONE (DB07025)","0.9319","http://www.drugbank.ca/drugs/DB07025"
"35","N-[(1R)-3-(4-HYDROXYPHENYL)-1-METHYLPROPYL]-2-(2-PHENYL-1H-INDOL-3-YL)ACETAMIDE (DB07991)","0.9314","http://www.drugbank.ca/drugs/DB07991"
"36","(2Z,3E)-2,3'-BIINDOLE-2',3(1H,1'H)-DIONE 3-{O-[(3R)-3,4-DIHYDROXYBUTYL]OXIME} (DB07766)","0.9311","http://www.drugbank.ca/drugs/DB07766"
"37","(S)-3-(4-(2-Carbazol-9-Yl-Ethoxy)-Phenyl)-2-Ethoxy-Propionic Acid (DB04270)","0.9306","http://www.drugbank.ca/drugs/DB04270"
"38","2-[1-(4-CHLOROBENZOYL)-5-METHOXY-2-METHYL-1H-INDOL-3-YL]-N-[(1R)-1-(HYDROXYMETHYL)PROPYL]ACETAMIDE (DB07981)","0.9299","http://www.drugbank.ca/drugs/DB07981"
"39","2-[1-(4-CHLOROBENZOYL)-5-METHOXY-2-METHYL-1H-INDOL-3-YL]-N-[(1S)-1-(HYDROXYMETHYL)PROPYL]ACETAMIDE (DB07984)","0.9299","http://www.drugbank.ca/drugs/DB07984"
"40","6-BENZYL-1-BENZYLOXYMETHYL-5-ISOPROPYL URACIL (DB08634)","0.9299","http://www.drugbank.ca/drugs/DB08634"
"41","2-{5-[3-(7-PROPYL-3-TRIFLUOROMETHYLBENZO[D]ISOXAZOL-6-YLOXY)PROPOXY]INDOL-1-YL}ETHANOIC ACID (DB07053)","0.9298","http://www.drugbank.ca/drugs/DB07053"
"42","1-{(2S,5S)-4-FLUORO-5-[(TRITYLOXY)METHYL]TETRAHYDROFURAN-2-YL}PYRIMIDINE-2,4(1H,3H)-DIONE (DB04685)","0.9296","http://www.drugbank.ca/drugs/DB04685"
"43","1-((1R,2S)-1-{2-[2-(4-CHLOROPHENYL)-1,3-BENZOXAZOL-7-YL]ETHYL}-2-HYDROXYPROPYL)-1H-IMIDAZOLE-4-CARBOXAMIDE (DB07786)","0.9294","http://www.drugbank.ca/drugs/DB07786"
"44","[5-AMINO-1-(4-FLUOROPHENYL)-1H-PYRAZOL-4-YL](3-{[(2R)-2,3-DIHYDROXYPROPYL]OXY}PHENYL)METHANONE (DB08424)","0.9283","http://www.drugbank.ca/drugs/DB08424"
"45","OPC-6535 (DB05298)","0.9278","http://www.drugbank.ca/drugs/DB05298"
"46","1-((2-HYDROXYETHOXY)METHYL)-5-(3-(BENZYLOXY)BENZYL)PYRIMIDINE-2,4(1H,3H)-DIONE (DB06873)","0.9278","http://www.drugbank.ca/drugs/DB06873"
"47","N-[2-(1h-Indol-5-Yl)-Butyl]-4-Sulfamoyl-Benzamide (DB03596)","0.9277","http://www.drugbank.ca/drugs/DB03596"
"48","3-[3-chloro-5-(5-{[(1S)-1-phenylethyl]amino}isoxazolo[5,4-c]pyridin-3-yl)phenyl]propan-1-ol (DB06897)","0.9274","http://www.drugbank.ca/drugs/DB06897"
"49","CRA_11092 (DB03555)","0.9270","http://www.drugbank.ca/drugs/DB03555"
"50","Indole Naphthyridinone (DB01691)","0.9270","http://www.drugbank.ca/drugs/DB01691"
"51","2-[(2-methoxyethyl)amino]-4-(4-oxo-1,2,3,4-tetrahydro-9H-carbazol-9-yl)benzamide (DB08557)","0.9261","http://www.drugbank.ca/drugs/DB08557"
"52","4-{[1-METHYL-2,4-DIOXO-6-(3-PHENYLPROP-1-YN-1-YL)-1,4-DIHYDROQUINAZOLIN-3(2H)-YL]METHYL}BENZOIC ACID (DB07827)","0.9260","http://www.drugbank.ca/drugs/DB07827"
"53","6-ETHYL-5-[9-(3-METHOXYPROPYL)-9H-CARBAZOL-2-YL]PYRIMIDINE-2,4-DIAMINE (DB06967)","0.9259","http://www.drugbank.ca/drugs/DB06967"
"54","Rabeprazole (DB01129)","0.9251","http://www.drugbank.ca/drugs/DB01129"
"55","3-(5-{[4-(AMINOMETHYL)PIPERIDIN-1-YL]METHYL}-1H-INDOL-2-YL)-1H-INDAZOLE-6-CARBONITRILE (DB07075)","0.9246","http://www.drugbank.ca/drugs/DB07075"
"56","3-[1-(3-Aminopropyl)-1h-Indol-3-Yl]-4-(1-Methyl-1h-Indol-3-Yl)-1h-Pyrrole-2,5-Dione (DB01946)","0.9246","http://www.drugbank.ca/drugs/DB01946"
"57","(13R,15S)-13-METHYL-16-OXA-8,9,12,22,24-PENTAAZAHEXACYCLO[15.6.2.16,9.1,12,15.0,2,7.0,21,25]HEPTACOSA-1(24),2,4,6,17(25),18,20-HEPTAENE-23,26-DIONE (DB06888)","0.9241","http://www.drugbank.ca/drugs/DB06888"
"58","CP-526423 (DB02089)","0.9241","http://www.drugbank.ca/drugs/DB02089"
