"","DrugBank Compound (Name, ID)","Similarity to ","Link"
"1","2-{4-[5-(4-chlorophenyl)-4-pyrimidin-4-yl-1H-pyrazol-3-yl]piperidin-1-yl}-2-oxoethanol (DB07943)","0.9455","http://www.drugbank.ca/drugs/DB07943"
"2","(3R,4S)-1-[(4-amino-5H-pyrrolo[3,2-d]pyrimidin-7-yl)methyl]-4-[(benzylsulfanyl)methyl]pyrrolidin-3-ol (DB07649)","0.9357","http://www.drugbank.ca/drugs/DB07649"
"3","Risperidone (DB00734)","0.9315","http://www.drugbank.ca/drugs/DB00734"
"4","Pagoclone (DB04903)","0.9303","http://www.drugbank.ca/drugs/DB04903"
"5","N-((1R,2S)-2-(5-CHLORO-1H-INDOLE-2-CARBOXAMIDO)CYCLOHEXYL)-5-METHYL-4,5,6,7-TETRAHYDROTHIAZOLO[5,4-C]PYRIDINE-2-CARBOXAMIDE (DB07629)","0.9303","http://www.drugbank.ca/drugs/DB07629"
"6","N-((1R,2R)-2-(5-CHLORO-1H-INDOLE-2-CARBOXAMIDO)CYCLOHEXYL)-5-METHYL-4,5,6,7-TETRAHYDROTHIAZOLO[5,4-C]PYRIDINE-2-CARBOXAMIDE (DB07630)","0.9303","http://www.drugbank.ca/drugs/DB07630"
"7","5-{[1-(2-fluorobenzyl)piperidin-4-yl]methoxy}quinazoline-2,4-diamine (DB07642)","0.9283","http://www.drugbank.ca/drugs/DB07642"
"8","Eletriptan (DB00216)","0.9251","http://www.drugbank.ca/drugs/DB00216"
"9","4-{[5-chloro-4-(1H-indol-3-yl)pyrimidin-2-yl]amino}-N-ethylpiperidine-1-carboxamide (DB08005)","0.9242","http://www.drugbank.ca/drugs/DB08005"
"10","(13R,15S)-13-METHYL-16-OXA-8,9,12,22,24-PENTAAZAHEXACYCLO[15.6.2.16,9.1,12,15.0,2,7.0,21,25]HEPTACOSA-1(24),2,4,6,17(25),18,20-HEPTAENE-23,26-DIONE (DB06888)","0.9241","http://www.drugbank.ca/drugs/DB06888"
"11","OPC-51803 (DB05838)","0.9229","http://www.drugbank.ca/drugs/DB05838"
"12","CRA_10655 (DB02526)","0.9215","http://www.drugbank.ca/drugs/DB02526"
"13","5-{[1-(2,3-dichlorobenzyl)piperidin-4-yl]methoxy}quinazoline-2,4-diamine (DB07643)","0.9203","http://www.drugbank.ca/drugs/DB07643"
"14","CRA_11092 (DB03555)","0.9193","http://www.drugbank.ca/drugs/DB03555"
"15","N-{2'-[(4-FLUOROPHENYL)AMINO]-4,4'-BIPYRIDIN-2-YL}-4-METHOXYCYCLOHEXANECARBOXAMIDE (DB08025)","0.9189","http://www.drugbank.ca/drugs/DB08025"
"16","3-(2-AMINO-6-BENZOYLQUINAZOLIN-3(4H)-YL)-N-CYCLOHEXYL-N-METHYLPROPANAMIDE (DB08749)","0.9188","http://www.drugbank.ca/drugs/DB08749"
"17","Sertindole (DB06144)","0.9182","http://www.drugbank.ca/drugs/DB06144"
"18","Topotecan (DB01030)","0.9165","http://www.drugbank.ca/drugs/DB01030"
"19","4-(6-{[(1R)-1-(hydroxymethyl)propyl]amino}imidazo[1,2-b]pyridazin-3-yl)benzoic acid (DB07125)","0.9154","http://www.drugbank.ca/drugs/DB07125"
"20","1-(CYCLOHEXYLAMINO)-3-(6-METHYL-3,4-DIHYDRO-1H-CARBAZOL-9(2H)-YL)PROPAN-2-OL (DB07061)","0.9148","http://www.drugbank.ca/drugs/DB07061"
"21","Vandetanib (DB05294)","0.9141","http://www.drugbank.ca/drugs/DB05294"
"22","Piboserod (DB04873)","0.9126","http://www.drugbank.ca/drugs/DB04873"
"23","4-BROMO-2-FLUORO-N-[(4E)-6-METHOXY-7-[(1-METHYLPIPERIDIN-4-YL)METHOXY]QUINAZOLIN-4(1H)-YLIDENE]ANILINE (DB08764)","0.9112","http://www.drugbank.ca/drugs/DB08764"
"24","Trovafloxacin (DB00685)","0.9107","http://www.drugbank.ca/drugs/DB00685"
"25","(9S)-9-[(8-AMMONIOOCTYL)AMINO]-1,2,3,4,9,10-HEXAHYDROACRIDINIUM (DB04617)","0.9089","http://www.drugbank.ca/drugs/DB04617"
