"","DrugBank Compound (Name, ID)","Similarity to ","Link"
"1","Vandetanib (DB05294)","1.0000","http://www.drugbank.ca/drugs/DB05294"
"2","4-BROMO-2-FLUORO-N-[(4E)-6-METHOXY-7-[(1-METHYLPIPERIDIN-4-YL)METHOXY]QUINAZOLIN-4(1H)-YLIDENE]ANILINE (DB08764)","0.9902","http://www.drugbank.ca/drugs/DB08764"
"3","5-{[1-(2-fluorobenzyl)piperidin-4-yl]methoxy}quinazoline-2,4-diamine (DB07642)","0.9784","http://www.drugbank.ca/drugs/DB07642"
"4","Gefitinib (DB00317)","0.9685","http://www.drugbank.ca/drugs/DB00317"
"5","N-(5-chloro-1,3-benzodioxol-4-yl)-6-methoxy-7-(3-piperidin-1-ylpropoxy)quinazolin-4-amine (DB07249)","0.9678","http://www.drugbank.ca/drugs/DB07249"
"6","5-{[1-(2,3-dichlorobenzyl)piperidin-4-yl]methoxy}quinazoline-2,4-diamine (DB07643)","0.9646","http://www.drugbank.ca/drugs/DB07643"
"7","Afatinib (DB08916)","0.9632","http://www.drugbank.ca/drugs/DB08916"
"8","N-{2'-[(4-FLUOROPHENYL)AMINO]-4,4'-BIPYRIDIN-2-YL}-4-METHOXYCYCLOHEXANECARBOXAMIDE (DB08025)","0.9606","http://www.drugbank.ca/drugs/DB08025"
"9","Quinacrine (DB01103)","0.9600","http://www.drugbank.ca/drugs/DB01103"
"10","(2S)-6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2-(3,5-DIFLUOROPHENYL)-4-(3-METHOXYPROPYL)-2H-1,4-BENZOXAZIN-3(4H)-ONE (DB07113)","0.9590","http://www.drugbank.ca/drugs/DB07113"
"11","CI-1033 (DB05424)","0.9578","http://www.drugbank.ca/drugs/DB05424"
"12","Astemizole (DB00637)","0.9548","http://www.drugbank.ca/drugs/DB00637"
"13","Allyl-{6-[3-(4-Bromo-Phenyl)-1-Methyl-1h-Indazol-6-Yl]Oxy}Hexyl)-N-Methylamine (DB03888)","0.9515","http://www.drugbank.ca/drugs/DB03888"
"14","3-(2-CHLOROPHENYL)-1-(2-{[(1S)-2-HYDROXY-1,2-DIMETHYLPROPYL]AMINO}PYRIMIDIN-4-YL)-1-(4-METHOXYPHENYL)UREA (DB08095)","0.9512","http://www.drugbank.ca/drugs/DB08095"
"15","Sitamaquine (DB04909)","0.9512","http://www.drugbank.ca/drugs/DB04909"
"16","(3S)-1-(1,3-BENZODIOXOL-5-YLMETHYL)-3-[4-(1H-IMIDAZOL-1-YL)PHENOXY]PIPERIDINE (DB07011)","0.9489","http://www.drugbank.ca/drugs/DB07011"
"17","6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-4-(3-METHOXYPROPYL)-2,2-DIMETHYL-2H-1,4-BENZOXAZIN-3(4H)-ONE (DB07174)","0.9488","http://www.drugbank.ca/drugs/DB07174"
"18","N-(6-{[3-(4-Bromophenyl)-1,2-Benzisothiazol-6-Yl]Oxy}Hexyl)-N-Methylprop-2-En-1-Amine (DB02544)","0.9479","http://www.drugbank.ca/drugs/DB02544"
"19","(2S)-1-{4-[(4-ANILINO-5-BROMOPYRIMIDIN-2-YL)AMINO]PHENOXY}-3-(DIMETHYLAMINO)PROPAN-2-OL (DB07501)","0.9477","http://www.drugbank.ca/drugs/DB07501"
"20","(2R)-1-{4-[(4-ANILINO-5-BROMOPYRIMIDIN-2-YL)AMINO]PHENOXY}-3-(DIMETHYLAMINO)PROPAN-2-OL (DB07504)","0.9477","http://www.drugbank.ca/drugs/DB07504"
"21","2,4-Diamino-6-[N-(2',5'-Dimethoxybenzyl)-N-Methylamino]Quinazoline (DB02427)","0.9474","http://www.drugbank.ca/drugs/DB02427"
"22","6-ETHYL-5-[(2S)-1-(3-METHOXYPROPYL)-2-PHENYL-1,2,3,4-TETRAHYDROQUINOLIN-7-YL]PYRIMIDINE-2,4-DIAMINE (DB08099)","0.9473","http://www.drugbank.ca/drugs/DB08099"
"23","(2S)-1-[4-({6-[(2,6-DIFLUOROPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)PHENOXY]-3-(DIMETHYLAMINO)PROPAN-2-OL (DB07751)","0.9462","http://www.drugbank.ca/drugs/DB07751"
"24","(2R)-1-[4-({6-[(2,6-DIFLUOROPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)PHENOXY]-3-(DIMETHYLAMINO)PROPAN-2-OL (DB07761)","0.9462","http://www.drugbank.ca/drugs/DB07761"
"25","CRA_10655 (DB02526)","0.9457","http://www.drugbank.ca/drugs/DB02526"
"26","(9S)-9-[(8-AMMONIOOCTYL)AMINO]-1,2,3,4,9,10-HEXAHYDROACRIDINIUM (DB04617)","0.9455","http://www.drugbank.ca/drugs/DB04617"
"27","6,7-DIMETHOXY-4-[(3R)-3-(QUINOXALIN-2-YLOXY)PYRROLIDIN-1-YL]QUINAZOLINE (DB08391)","0.9442","http://www.drugbank.ca/drugs/DB08391"
"28","(3R,4S)-1-[6-(6-METHOXYPYRIDIN-3-YL)PYRIMIDIN-4-YL]-4-(2,4,5-TRIFLUOROPHENYL)PYRROLIDIN-3-AMINE (DB08445)","0.9441","http://www.drugbank.ca/drugs/DB08445"
"29","(2R,4R)-N~1~-(4-CHLOROPHENYL)-N~2~-[2-FLUORO-4-(2-OXOPYRIDIN-1(2H)-YL)PHENYL]-4-METHOXYPYRROLIDINE-1,2-DICARBOXAMIDE (DB06920)","0.9433","http://www.drugbank.ca/drugs/DB06920"
"30","(3R,4S)-1-(3,4-DIMETHOXYPHENYL)-3-(3-METHYLPHENYL)PIPERIDIN-4-AMINE (DB07851)","0.9422","http://www.drugbank.ca/drugs/DB07851"
"31","6-FLUORO-2-[2-HYDROXY-3-(2-METHYL-CYCLOHEXYLOXY)-PHENYL]-1H-INDOLE-5-CARBOXAMIDINE (DB06856)","0.9421","http://www.drugbank.ca/drugs/DB06856"
"32","N-{(1s)-4-[Bis(2-Chloroethyl)Amino]-1-Methylbutyl}-N-(6-Chloro-2-Methoxy-9-Acridinyl)Amine (DB02240)","0.9413","http://www.drugbank.ca/drugs/DB02240"
"33","Bepridil (DB01244)","0.9412","http://www.drugbank.ca/drugs/DB01244"
"34","Bopindolol (DB08807)","0.9408","http://www.drugbank.ca/drugs/DB08807"
"35","CRA_10433 (DB03173)","0.9406","http://www.drugbank.ca/drugs/DB03173"
"36","3-FLUORO-5-MORPHOLIN-4-YL-N-[3-(2-PYRIDIN-4-YLETHYL)-1H-INDOL-5-YL]BENZAMIDE (DB08091)","0.9403","http://www.drugbank.ca/drugs/DB08091"
"37","3-[(1R)-1-(2,6-dichloro-3-fluorophenyl)ethoxy]-5-(1-piperidin-4-yl-1H-pyrazol-4-yl)pyridin-2-amine (DB08700)","0.9401","http://www.drugbank.ca/drugs/DB08700"
"38","3-FLUORO-5-MORPHOLIN-4-YL-N-[1-(2-PYRIDIN-4-YLETHYL)-1H-INDOL-6-YL]BENZAMIDE (DB08730)","0.9398","http://www.drugbank.ca/drugs/DB08730"
"39","1-cyclobutyl-3-(3,4-dimethoxyphenyl)-1H-pyrazolo[3,4-d]pyrimidin-4-amine (DB08053)","0.9398","http://www.drugbank.ca/drugs/DB08053"
