"","DrugBank Compound (Name, ID)","Similarity to ","Link"
"1","2-{4-[5-(4-chlorophenyl)-4-pyrimidin-4-yl-1H-pyrazol-3-yl]piperidin-1-yl}-2-oxoethanol (DB07943)","0.9448","http://www.drugbank.ca/drugs/DB07943"
"2","IMIDAZOPYRIDAZIN 1 (DB04715)","0.9313","http://www.drugbank.ca/drugs/DB04715"
"3","(3R,4S)-1-[(4-amino-5H-pyrrolo[3,2-d]pyrimidin-7-yl)methyl]-4-[(benzylsulfanyl)methyl]pyrrolidin-3-ol (DB07649)","0.9277","http://www.drugbank.ca/drugs/DB07649"
"4","CRA_10655 (DB02526)","0.9268","http://www.drugbank.ca/drugs/DB02526"
"5","(13R,15S)-13-METHYL-16-OXA-8,9,12,22,24-PENTAAZAHEXACYCLO[15.6.2.16,9.1,12,15.0,2,7.0,21,25]HEPTACOSA-1(24),2,4,6,17(25),18,20-HEPTAENE-23,26-DIONE (DB06888)","0.9262","http://www.drugbank.ca/drugs/DB06888"
"6","Cilansetron (DB04885)","0.9260","http://www.drugbank.ca/drugs/DB04885"
"7","Risperidone (DB00734)","0.9254","http://www.drugbank.ca/drugs/DB00734"
"8","5-{[1-(2-fluorobenzyl)piperidin-4-yl]methoxy}quinazoline-2,4-diamine (DB07642)","0.9251","http://www.drugbank.ca/drugs/DB07642"
"9","4-{[5-chloro-4-(1H-indol-3-yl)pyrimidin-2-yl]amino}-N-ethylpiperidine-1-carboxamide (DB08005)","0.9237","http://www.drugbank.ca/drugs/DB08005"
"10","Eletriptan (DB00216)","0.9234","http://www.drugbank.ca/drugs/DB00216"
"11","N-((1R,2S)-2-(5-CHLORO-1H-INDOLE-2-CARBOXAMIDO)CYCLOHEXYL)-5-METHYL-4,5,6,7-TETRAHYDROTHIAZOLO[5,4-C]PYRIDINE-2-CARBOXAMIDE (DB07629)","0.9233","http://www.drugbank.ca/drugs/DB07629"
"12","N-((1R,2R)-2-(5-CHLORO-1H-INDOLE-2-CARBOXAMIDO)CYCLOHEXYL)-5-METHYL-4,5,6,7-TETRAHYDROTHIAZOLO[5,4-C]PYRIDINE-2-CARBOXAMIDE (DB07630)","0.9233","http://www.drugbank.ca/drugs/DB07630"
"13","Topotecan (DB01030)","0.9233","http://www.drugbank.ca/drugs/DB01030"
"14","Pagoclone (DB04903)","0.9219","http://www.drugbank.ca/drugs/DB04903"
"15","N-{2'-[(4-FLUOROPHENYL)AMINO]-4,4'-BIPYRIDIN-2-YL}-4-METHOXYCYCLOHEXANECARBOXAMIDE (DB08025)","0.9212","http://www.drugbank.ca/drugs/DB08025"
"16","4-(6-{[(1R)-1-(hydroxymethyl)propyl]amino}imidazo[1,2-b]pyridazin-3-yl)benzoic acid (DB07125)","0.9209","http://www.drugbank.ca/drugs/DB07125"
"17","CRA_11092 (DB03555)","0.9194","http://www.drugbank.ca/drugs/DB03555"
"18","Naratriptan (DB00952)","0.9194","http://www.drugbank.ca/drugs/DB00952"
"19","5-{[1-(2,3-dichlorobenzyl)piperidin-4-yl]methoxy}quinazoline-2,4-diamine (DB07643)","0.9171","http://www.drugbank.ca/drugs/DB07643"
"20","Almotriptan (DB00918)","0.9153","http://www.drugbank.ca/drugs/DB00918"
"21","Vandetanib (DB05294)","0.9147","http://www.drugbank.ca/drugs/DB05294"
"22","Camptothecin (DB04690)","0.9146","http://www.drugbank.ca/drugs/DB04690"
"23","Cysteine-Methylene-Carbamoyl-1,10-Phenanthroline (DB04437)","0.9139","http://www.drugbank.ca/drugs/DB04437"
