"","DrugBank Compound (Name, ID)","Similarity to ","Link"
"1","Tamoxifen (DB00675)","1.0000","http://www.drugbank.ca/drugs/DB00675"
"2","Toremifene (DB00539)","0.9993","http://www.drugbank.ca/drugs/DB00539"
"3","Afimoxifene (DB04468)","0.9982","http://www.drugbank.ca/drugs/DB04468"
"4","Ospemifene (DB04938)","0.9917","http://www.drugbank.ca/drugs/DB04938"
"5","Clomifene (DB00882)","0.9894","http://www.drugbank.ca/drugs/DB00882"
"6","Tesmilifene (DB04905)","0.9682","http://www.drugbank.ca/drugs/DB04905"
"7","Chlorotrianisene (DB00269)","0.9677","http://www.drugbank.ca/drugs/DB00269"
"8","Prenylamine (DB04825)","0.9671","http://www.drugbank.ca/drugs/DB04825"
"9","1-BENZYL-3-(4-METHOXYPHENYLAMINO)-4-PHENYLPYRROLE-2,5-DIONE (DB08063)","0.9655","http://www.drugbank.ca/drugs/DB08063"
"10","{4-[(2R)-pyrrolidin-2-ylmethoxy]phenyl}(4-thiophen-3-ylphenyl)methanone (DB07237)","0.9629","http://www.drugbank.ca/drugs/DB07237"
"11","131-I-TM-601 (DB05462)","0.9626","http://www.drugbank.ca/drugs/DB05462"
"12","(2z)-2-(Benzoylamino)-3-[4-(2-Bromophenoxy)Phenyl]-2-Propenoic Acid (DB01720)","0.9626","http://www.drugbank.ca/drugs/DB01720"
"13","(3Z)-6-(4-HYDROXY-3-METHOXYPHENYL)-3-(1H-PYRROL-2-YLMETHYLENE)-1,3-DIHYDRO-2H-INDOL-2-ONE (DB07078)","0.9624","http://www.drugbank.ca/drugs/DB07078"
"14","Butenafine (DB01091)","0.9624","http://www.drugbank.ca/drugs/DB01091"
"15","Dimetindene (DB08801)","0.9622","http://www.drugbank.ca/drugs/DB08801"
"16","N-(P-CYANOPHENYL)-N'-DIPHENYLMETHYL-GUANIDINE-ACETIC ACID (DB07816)","0.9604","http://www.drugbank.ca/drugs/DB07816"
"17","2-[4-chloro-2-(phenylcarbonyl)phenoxy]-N-phenylacetamide (DB07826)","0.9601","http://www.drugbank.ca/drugs/DB07826"
"18","(5Z)-3-(4-CHLOROPHENYL)-4-HYDROXY-5-(1-NAPHTHYLMETHYLENE)FURAN-2(5H)-ONE (DB07296)","0.9588","http://www.drugbank.ca/drugs/DB07296"
"19","Bentiromide (DB00522)","0.9583","http://www.drugbank.ca/drugs/DB00522"
"20","3-(7-DIAMINOMETHYL-NAPHTHALEN-2-YL)-PROPIONIC ACID ETHYL ESTER (DB07639)","0.9581","http://www.drugbank.ca/drugs/DB07639"
"21","Protriptyline (DB00344)","0.9580","http://www.drugbank.ca/drugs/DB00344"
"22","(4'-{[Allyl(Methyl)Amino]Methyl}-1,1'-Biphenyl-4-Yl)(4-Bromophenyl)Methanone (DB03234)","0.9578","http://www.drugbank.ca/drugs/DB03234"
"23","[1-(1-Benzyl-3-Hydroxy-2-Oxo-Propylcarbamoyl)-2-Phenyl-Ethyl]-Carbamic Acid Benzyl Ester (DB01871)","0.9576","http://www.drugbank.ca/drugs/DB01871"
"24","Naftifine (DB00735)","0.9566","http://www.drugbank.ca/drugs/DB00735"
"25","4-[3-(dibenzylamino)phenyl]-2,4-dioxobutanoic acid (DB08147)","0.9565","http://www.drugbank.ca/drugs/DB08147"
"26","GC-24 (DB03788)","0.9564","http://www.drugbank.ca/drugs/DB03788"
"27","Raloxifene (DB00481)","0.9559","http://www.drugbank.ca/drugs/DB00481"
"28","Alverine (DB01616)","0.9556","http://www.drugbank.ca/drugs/DB01616"
"29","N-[(1R)-3-(4-HYDROXYPHENYL)-1-METHYLPROPYL]-2-(2-PHENYL-1H-INDOL-3-YL)ACETAMIDE (DB07991)","0.9555","http://www.drugbank.ca/drugs/DB07991"
"30","Br-Coeleneterazine (DB02006)","0.9553","http://www.drugbank.ca/drugs/DB02006"
"31","I-Coeleneterazine (DB04146)","0.9553","http://www.drugbank.ca/drugs/DB04146"
"32","[3,5-Dibromo-4-(4-Hydroxy-3-Phenethylcarbamoyl-Phenoxy)-Phenyl]-Acetic Acid (DB02106)","0.9544","http://www.drugbank.ca/drugs/DB02106"
"33","Coelenteramide (DB04049)","0.9538","http://www.drugbank.ca/drugs/DB04049"
"34","(2-Sulfanyl-3-Phenylpropanoyl)-Phe-Tyr (DB03949)","0.9538","http://www.drugbank.ca/drugs/DB03949"
"35","RPR128515 (DB04424)","0.9532","http://www.drugbank.ca/drugs/DB04424"
"36","Dapoxetine (DB04884)","0.9532","http://www.drugbank.ca/drugs/DB04884"
