"","DrugBank Compound (Name, ID)","Similarity to ","Link"
"1","Cisplatin (DB00515)","0.56840","http://www.drugbank.ca/drugs/DB00515"
"2","pimagedine HCl (DB05383)","0.29696","http://www.drugbank.ca/drugs/DB05383"
"3","Cyanamide (DB02679)","0.26318","http://www.drugbank.ca/drugs/DB02679"
"4","Aminoguanidine (DB02533)","0.24939","http://www.drugbank.ca/drugs/DB02533"
"5","Methylhydrazine (DB04361)","0.24209","http://www.drugbank.ca/drugs/DB04361"
"6","Guanidine (DB00536)","0.23146","http://www.drugbank.ca/drugs/DB00536"
"7","Methylamine (DB01828)","0.21822","http://www.drugbank.ca/drugs/DB01828"
"8","Nitric Oxide (DB00435)","0.21822","http://www.drugbank.ca/drugs/DB00435"
"9","N-Hydroxyguanidine (DB03770)","0.20448","http://www.drugbank.ca/drugs/DB03770"
"10","2-Aminoethanimidic Acid (DB02108)","0.18610","http://www.drugbank.ca/drugs/DB02108"
"11","1,2,4-Triazole-Carboxamidine (DB02048)","0.17471","http://www.drugbank.ca/drugs/DB02048"
"12","histamine dihydrochloride (DB05381)","0.17252","http://www.drugbank.ca/drugs/DB05381"
"13","HD-O (DB05891)","0.17252","http://www.drugbank.ca/drugs/DB05891"
"14","Urea (DB03904)","0.16496","http://www.drugbank.ca/drugs/DB03904"
"15","Ethylene Dichloride (DB03733)","0.15430","http://www.drugbank.ca/drugs/DB03733"
"16","Carmustine (DB00262)","0.15204","http://www.drugbank.ca/drugs/DB00262"
"17","Descarboxy-nor-N(Omega)-Hydroxy-L-Arginine (DB04197)","0.15025","http://www.drugbank.ca/drugs/DB04197"
"18","N-[Amino(Imino)Methyl]Glycine (DB02751)","0.14286","http://www.drugbank.ca/drugs/DB02751"
"19","Hydroxyurea (DB01005)","0.13977","http://www.drugbank.ca/drugs/DB01005"
"20","Glycinamid (DB03636)","0.13632","http://www.drugbank.ca/drugs/DB03636"
"21","Picoplatin (DB04874)","0.13585","http://www.drugbank.ca/drugs/DB04874"
"22","Agmatine (DB08838)","0.13429","http://www.drugbank.ca/drugs/DB08838"
"23","Dinor-N(Omega)-Hydroxy-L-Arginine (DB02499)","0.13429","http://www.drugbank.ca/drugs/DB02499"
"24","1,2,4-Triazole (DB03594)","0.13294","http://www.drugbank.ca/drugs/DB03594"
"25","Guanidine-3-Propanol (DB03637)","0.13226","http://www.drugbank.ca/drugs/DB03637"
"26","Buformin (DB04830)","0.13207","http://www.drugbank.ca/drugs/DB04830"
"27","Methyl Isocyanide (DB04337)","0.13159","http://www.drugbank.ca/drugs/DB04337"
"28","2-Amino-6-Chloropyrazine (DB02297)","0.12665","http://www.drugbank.ca/drugs/DB02297"
"29","Metformin (DB00331)","0.12662","http://www.drugbank.ca/drugs/DB00331"
"30","Ethylisothiourea (DB02234)","0.12599","http://www.drugbank.ca/drugs/DB02234"
"31","S-Ethylisothiourea (DB02539)","0.12599","http://www.drugbank.ca/drugs/DB02539"
"32","Se-Ethyl-Isoselenourea (DB02589)","0.12599","http://www.drugbank.ca/drugs/DB02589"
"33","N-Isopropyl-N'-Hydroxyguanidine (DB02143)","0.12484","http://www.drugbank.ca/drugs/DB02143"
"34","Tri-Chloro-Acetaldehyde (DB02650)","0.12372","http://www.drugbank.ca/drugs/DB02650"
"35","2,4-Diamino-4,6-Dihydroxypyrimidine (DB02037)","0.11561","http://www.drugbank.ca/drugs/DB02037"
"36","2-Aminoprop-2-Enamide (DB02002)","0.11461","http://www.drugbank.ca/drugs/DB02002"
"37","5-(Aminomethyl)-2-Methylpyrimidin-4-Amine (DB03204)","0.11461","http://www.drugbank.ca/drugs/DB03204"
"38","5,6-Diaminouracil (DB03826)","0.11412","http://www.drugbank.ca/drugs/DB03826"
"39","Dichloroacetic Acid (DB08809)","0.11085","http://www.drugbank.ca/drugs/DB08809"
"40","Betazole (DB00272)","0.11066","http://www.drugbank.ca/drugs/DB00272"
"41","N-Butyl-N'-Hydroxyguanidine (DB02727)","0.10873","http://www.drugbank.ca/drugs/DB02727"
"42","Chlormerodrin (DB00534)","0.10873","http://www.drugbank.ca/drugs/DB00534"
"43","1,2-Dichloro-Propane (DB01701)","0.10827","http://www.drugbank.ca/drugs/DB01701"
"44","2-Aminothiazoline (DB02335)","0.10744","http://www.drugbank.ca/drugs/DB02335"
"45","Creatine (DB00148)","0.10517","http://www.drugbank.ca/drugs/DB00148"
"46","3-Chloroalaninate (DB01735)","0.10359","http://www.drugbank.ca/drugs/DB01735"
"47","Carbamic Acid (DB04261)","0.10287","http://www.drugbank.ca/drugs/DB04261"
"48","Mechlorethamine (DB00888)","0.10224","http://www.drugbank.ca/drugs/DB00888"
"49","Flucytosine (DB01099)","0.09786","http://www.drugbank.ca/drugs/DB01099"
"50","Cysteamine (DB00847)","0.09759","http://www.drugbank.ca/drugs/DB00847"
"51","2-Thioethenamine (DB01968)","0.09759","http://www.drugbank.ca/drugs/DB01968"
"52","Nitrosoethane (DB02646)","0.09759","http://www.drugbank.ca/drugs/DB02646"
"53","Acetamide (DB02736)","0.09759","http://www.drugbank.ca/drugs/DB02736"
"54","Ethanolamine (DB03994)","0.09759","http://www.drugbank.ca/drugs/DB03994"
"55","Pyrazole (DB02757)","0.09699","http://www.drugbank.ca/drugs/DB02757"
