"","DrugBank Compound (Name, ID)","Similarity to ","Link"
"1","Carboplatin (DB00958)","0.97795","http://www.drugbank.ca/drugs/DB00958"
"2","3-Isopropylmalic Acid (DB04279)","0.96680","http://www.drugbank.ca/drugs/DB04279"
"3","2-Dehydropantoate (DB03795)","0.94629","http://www.drugbank.ca/drugs/DB03795"
"4","Valproic Acid (DB00313)","0.94394","http://www.drugbank.ca/drugs/DB00313"
"5","3-FORMYL-2-HYDROXY-5-METHYL-HEXANOIC ACID HYDROXYAMIDE (DB07900)","0.94334","http://www.drugbank.ca/drugs/DB07900"
"6","Tranexamic Acid (DB00302)","0.94206","http://www.drugbank.ca/drugs/DB00302"
"7","Cycloleucine (DB04620)","0.93766","http://www.drugbank.ca/drugs/DB04620"
"8","3-Dehydroquinic Acid (DB03868)","0.93748","http://www.drugbank.ca/drugs/DB03868"
"9","3-(2-Aminoethyl)-4-(Aminomethyl)Heptanedioic Acid (DB02878)","0.93693","http://www.drugbank.ca/drugs/DB02878"
"10","Tricarballylic Acid (DB04562)","0.93654","http://www.drugbank.ca/drugs/DB04562"
"11","2-Methylbutanoic Acid (DB03741)","0.93561","http://www.drugbank.ca/drugs/DB03741"
"12","1-Hydroxyamine-2-Isobutylmalonic Acid (DB02326)","0.93549","http://www.drugbank.ca/drugs/DB02326"
"13","1-Aminocyclopropanecarboxylic Acid (DB02085)","0.93513","http://www.drugbank.ca/drugs/DB02085"
"14","Azelaic Acid (DB00548)","0.93393","http://www.drugbank.ca/drugs/DB00548"
"15","[(3R,4S)-4-HYDROXY-3-METHYL-2-OXOHEXYL]PHOSPHONIC ACID (DB08431)","0.93274","http://www.drugbank.ca/drugs/DB08431"
"16","Pimelic Acid (DB01856)","0.92941","http://www.drugbank.ca/drugs/DB01856"
"17","2-(Thiomethylene)-4-Methylpentanoic Acid (DB02996)","0.92796","http://www.drugbank.ca/drugs/DB02996"
"18","2s,4r-4-Methylglutamate (DB03425)","0.92685","http://www.drugbank.ca/drugs/DB03425"
"19","2s,3r-2-Amino-3-Methylpentanedioic Acid (DB01898)","0.92324","http://www.drugbank.ca/drugs/DB01898"
"20","(3r)-3-Methyl-L-Glutamic Acid (DB03810)","0.92324","http://www.drugbank.ca/drugs/DB03810"
"21","3-Hydroxy-3-Methyl-Glutaric Acid (DB04377)","0.92157","http://www.drugbank.ca/drugs/DB04377"
"22","6-Hydroxy-6-Methyl-Heptan-3-One (DB03711)","0.91994","http://www.drugbank.ca/drugs/DB03711"
"23","7-Keto-8-Aminopelargonic Acid (DB02274)","0.91972","http://www.drugbank.ca/drugs/DB02274"
"24","Pregabalin (DB00230)","0.91846","http://www.drugbank.ca/drugs/DB00230"
"25","2-Methylleucine (DB04063)","0.91799","http://www.drugbank.ca/drugs/DB04063"
"26","2-Cyclopropylmethylenepropanal (DB03736)","0.91761","http://www.drugbank.ca/drugs/DB03736"
"27","Cyclohexanol (DB03703)","0.91608","http://www.drugbank.ca/drugs/DB03703"
"28","4-Methyl Valeric Acid (DB03993)","0.91492","http://www.drugbank.ca/drugs/DB03993"
"29","2-Aminopimelic Acid (DB03134)","0.91458","http://www.drugbank.ca/drugs/DB03134"
"30","(2S)-2-HYDROXYOCTANOIC ACID (DB07907)","0.91332","http://www.drugbank.ca/drugs/DB07907"
"31","(R)-Mevalonate (DB03518)","0.91299","http://www.drugbank.ca/drugs/DB03518"
"32","3-Hydroxyimino Quinic Acid (DB03739)","0.91288","http://www.drugbank.ca/drugs/DB03739"
"33","Norcamphor (DB03540)","0.90883","http://www.drugbank.ca/drugs/DB03540"
"34","2-Oxo-4-Methylpentanoic Acid (DB03229)","0.90867","http://www.drugbank.ca/drugs/DB03229"
"35","Isovaleric Acid (DB03750)","0.90866","http://www.drugbank.ca/drugs/DB03750"
"36","Heptanoic Acid (DB02938)","0.90764","http://www.drugbank.ca/drugs/DB02938"
"37","Caprylic acid (DB04519)","0.90738","http://www.drugbank.ca/drugs/DB04519"
"38","Gamma-Carboxy-Glutamic Acid (DB03847)","0.90501","http://www.drugbank.ca/drugs/DB03847"
"39","2,4-Dihydroxy-3,3-Dimethyl-Butyrate (DB01930)","0.90374","http://www.drugbank.ca/drugs/DB01930"
"40","L-Isoleucine (DB00167)","0.90300","http://www.drugbank.ca/drugs/DB00167"
"41","Allo-Isoleucine (DB01739)","0.90300","http://www.drugbank.ca/drugs/DB01739"
"42","Isocitric Acid (DB01727)","0.90268","http://www.drugbank.ca/drugs/DB01727"
"43","2-Oxalosuccinic Acid (DB02190)","0.90268","http://www.drugbank.ca/drugs/DB02190"
"44","2-{[Formyl(Hydroxy)Amino]Methyl}-4-Methylpentanoic Acid (DB03683)","0.90134","http://www.drugbank.ca/drugs/DB03683"
"45","Beta-Hydroxyleucine (DB02978)","0.90036","http://www.drugbank.ca/drugs/DB02978"
"46","Aminocaproic Acid (DB00513)","0.89666","http://www.drugbank.ca/drugs/DB00513"
"47","Valpromide (DB04165)","0.89663","http://www.drugbank.ca/drugs/DB04165"
"48","(2r)-2-{[Formyl(Hydroxy)Amino]Methyl}Hexanoic Acid (DB02625)","0.89497","http://www.drugbank.ca/drugs/DB02625"
"49","N-Valeric Acid (DB02406)","0.89352","http://www.drugbank.ca/drugs/DB02406"
"50","Isocitrate Calcium Complex (DB01848)","0.89298","http://www.drugbank.ca/drugs/DB01848"
"51","L-Leucine (DB00149)","0.89290","http://www.drugbank.ca/drugs/DB00149"
"52","D-Leucine (DB01746)","0.89290","http://www.drugbank.ca/drugs/DB01746"
"53","Alpha-ketoisovalerate (DB04074)","0.89267","http://www.drugbank.ca/drugs/DB04074"
"54","5-hydroxyvaleric acid (DB04781)","0.89243","http://www.drugbank.ca/drugs/DB04781"
"55","Citric Acid (DB04272)","0.89162","http://www.drugbank.ca/drugs/DB04272"
"56","L-2-Amino-6-Methylene-Pimelic Acid (DB02892)","0.89134","http://www.drugbank.ca/drugs/DB02892"
