"","DrugBank Compound (Name, ID)","Similarity to ","Link"
"1","Delavirdine (DB00705)","0.9532","http://www.drugbank.ca/drugs/DB00705"
"2","2-({4-[(5-CHLORO-1H-INDOL-2-YL)SULFONYL]PIPERAZIN-1-YL}CARBONYL)THIENO[3,2-B]PYRIDINE 4-OXIDE (DB07605)","0.9476","http://www.drugbank.ca/drugs/DB07605"
"3","4-{2-[4-(2-Aminoethyl)Piperazin-1-Yl]Pyridin-4-Yl}-N-(3-Chloro-4-Methylphenyl)Pyrimidin-2-Amine (DB03916)","0.9459","http://www.drugbank.ca/drugs/DB03916"
"4","Pirenzepine (DB00670)","0.9425","http://www.drugbank.ca/drugs/DB00670"
"5","Quetiapine (DB01224)","0.9417","http://www.drugbank.ca/drugs/DB01224"
"6","THIENO[3,2-B]PYRIDINE-2-SULFONIC ACID [2-OXO-1-(1H-PYRROLO[2,3-C]PYRIDIN-2-YLMETHYL)-PYRROLIDIN-3-YL]-AMIDE (DB08426)","0.9412","http://www.drugbank.ca/drugs/DB08426"
"7","Thioproperazine (DB01622)","0.9405","http://www.drugbank.ca/drugs/DB01622"
"8","4-(4-METHYLPIPERAZIN-1-YL)-N-[5-(2-THIENYLACETYL)-1,5-DIHYDROPYRROLO[3,4-C]PYRAZOL-3-YL]BENZAMIDE (DB07186)","0.9393","http://www.drugbank.ca/drugs/DB07186"
"9","Perphenazine (DB00850)","0.9374","http://www.drugbank.ca/drugs/DB00850"
"10","4-[(5-CHLOROINDOL-2-YL)SULFONYL]-2-(2-METHYLPROPYL)-1-[[5-(PYRIDIN-4-YL)PYRIMIDIN-2-YL]CARBONYL]PIPERAZINE (DB04673)","0.9364","http://www.drugbank.ca/drugs/DB04673"
"11","Sildenafil (DB00203)","0.9350","http://www.drugbank.ca/drugs/DB00203"
"12","4-[(4-METHYL-1-PIPERAZINYL)METHYL]-N-[3-[[4-(3-PYRIDINYL)-2-PYRIMIDINYL]AMINO]PHENYL]-BENZAMIDE (DB04739)","0.9348","http://www.drugbank.ca/drugs/DB04739"
"13","Acetophenazine (DB01063)","0.9323","http://www.drugbank.ca/drugs/DB01063"
"14","Thiethylperazine (DB00372)","0.9321","http://www.drugbank.ca/drugs/DB00372"
"15","Imatinib (DB00619)","0.9321","http://www.drugbank.ca/drugs/DB00619"
"16","N-{5-[4-(4-METHYLPIPERAZIN-1-YL)PHENYL]-1H-PYRROLO[2,3-B]PYRIDIN-3-YL}NICOTINAMIDE (DB06876)","0.9306","http://www.drugbank.ca/drugs/DB06876"
"17","4-{[5-chloro-4-(1H-indol-3-yl)pyrimidin-2-yl]amino}-N-ethylpiperidine-1-carboxamide (DB08005)","0.9291","http://www.drugbank.ca/drugs/DB08005"
"18","(13R,15S)-13-METHYL-16-OXA-8,9,12,22,24-PENTAAZAHEXACYCLO[15.6.2.16,9.1,12,15.0,2,7.0,21,25]HEPTACOSA-1(24),2,4,6,17(25),18,20-HEPTAENE-23,26-DIONE (DB06888)","0.9263","http://www.drugbank.ca/drugs/DB06888"
"19","THIENO[3,2-B]PYRIDINE-2-SULFONIC ACID [1-(1-AMINO-ISOQUINOLIN-7-YLMETHYL)-2-OXO-PYRROLDIN-3-YL]-AMIDE (DB07261)","0.9262","http://www.drugbank.ca/drugs/DB07261"
"20","Ziprasidone (DB00246)","0.9247","http://www.drugbank.ca/drugs/DB00246"
"21","5-Chloro-thiophene-2-carboxylic acid ((3S,4S)-1-{[2-fluoro-4-(2-oxo-2H-pyridin-1-yl)-phenylcarbamoyl]-methyl}-4-hydroxy-pyrrolidin-3-yl)-amide (DB07875)","0.9228","http://www.drugbank.ca/drugs/DB07875"
"22","5-chloro-N-[(3R)-1-(2-{[2-fluoro-4-(2-oxopyridin-1(2H)-yl)phenyl]amino}-2-oxoethyl)pyrrolidin-3-yl]thiophene-2-carboxamide (DB07872)","0.9204","http://www.drugbank.ca/drugs/DB07872"
"23","6-[3-(4-Morpholinyl)Propyl]-2-(3-Nitrophenyl)-5-Thioxo-5,6,-Dihydro-7h-Thienol[2',3':4,5]Pyrrolo[1,2-C]Imidazol-7-One (DB03507)","0.9204","http://www.drugbank.ca/drugs/DB03507"
"24","Moricizine (DB00680)","0.9189","http://www.drugbank.ca/drugs/DB00680"
"25","4-[(2-{4-[(CYCLOPROPYLCARBAMOYL)AMINO]-1H-PYRAZOL-3-YL}-1H-BENZIMIDAZOL-6-YL)METHYL]MORPHOLIN-4-IUM (DB08067)","0.9186","http://www.drugbank.ca/drugs/DB08067"
"26","Fluphenazine (DB00623)","0.9182","http://www.drugbank.ca/drugs/DB00623"
"27","5-CHLORO-THIOPHENE-2-CARBOXYLIC ACID ((3S,4S)-4-FLUORO- 1-{[2-FLUORO-4-(2-OXO-2H-PYRIDIN-1-YL)-PHENYLCARBAMOYL]-METHYL}-PYRROLIDIN-3-YL)-AMIDE (DB08143)","0.9164","http://www.drugbank.ca/drugs/DB08143"
"28","5-[4-(DIMETHYLAMINO)PHENYL]-6-[(6-MORPHOLIN-4-YLPYRIDIN-3-YL)ETHYNYL]PYRIMIDIN-4-AMINE (DB07280)","0.9157","http://www.drugbank.ca/drugs/DB07280"
"29","6-[4-(2-piperidin-1-ylethoxy)phenyl]-3-pyridin-4-ylpyrazolo[1,5-a]pyrimidine (DB08597)","0.9142","http://www.drugbank.ca/drugs/DB08597"
"30","N-(5-CHLORO-BENZO[B]THIOPHEN-3-YLMETHYL)-2-[6-CHLORO-OXO-3-(2-PYRIDIN-2-YL-ETHYLAMINO)-2H-PYRAZIN-1-YL]-ACETAMIDE (DB07165)","0.9138","http://www.drugbank.ca/drugs/DB07165"
"31","Prazosin (DB00457)","0.9137","http://www.drugbank.ca/drugs/DB00457"
"32","CI-1033 (DB05424)","0.9133","http://www.drugbank.ca/drugs/DB05424"
"33","Vardenafil (DB00862)","0.9129","http://www.drugbank.ca/drugs/DB00862"
"34","Etonitazene (DB01462)","0.9120","http://www.drugbank.ca/drugs/DB01462"
"35","Sertindole (DB06144)","0.9097","http://www.drugbank.ca/drugs/DB06144"
"36","1-{3-[(4-pyridin-2-ylpiperazin-1-yl)sulfonyl]phenyl}-3-(1,3-thiazol-2-yl)urea (DB07817)","0.9097","http://www.drugbank.ca/drugs/DB07817"
"37","RPR131247 (DB02744)","0.9092","http://www.drugbank.ca/drugs/DB02744"
"38","N-(2-chloro-6-methylphenyl)-8-[(3S)-3-methylpiperazin-1-yl]imidazo[1,5-a]quinoxalin-4-amine (DB08057)","0.9087","http://www.drugbank.ca/drugs/DB08057"
"39","2-{4-[4-({4-[2-methyl-1-(1-methylethyl)-1H-imidazol-5-yl]pyrimidin-2-yl}amino)phenyl]piperazin-1-yl}-2-oxoethanol (DB07982)","0.9085","http://www.drugbank.ca/drugs/DB07982"
"40","Pipazethate (DB08796)","0.9081","http://www.drugbank.ca/drugs/DB08796"
"41","2-{4-[5-(4-chlorophenyl)-4-pyrimidin-4-yl-1H-pyrazol-3-yl]piperidin-1-yl}-2-oxoethanol (DB07943)","0.9081","http://www.drugbank.ca/drugs/DB07943"
"42","N-cyclopropyl-4-methyl-3-{2-[(2-morpholin-4-ylethyl)amino]quinazolin-6-yl}benzamide (DB08351)","0.9080","http://www.drugbank.ca/drugs/DB08351"
"43","1-(3-(2,4-DIMETHYLTHIAZOL-5-YL)-4-OXO-2,4-DIHYDROINDENO[1,2-C]PYRAZOL-5-YL)-3-(4-METHYLPIPERAZIN-1-YL)UREA (DB07622)","0.9071","http://www.drugbank.ca/drugs/DB07622"
"44","(S)-2-CHLORO-N-(1-(2-(2-HYDROXYETHYLAMINO)-2-OXOETHYL)-2-OXO-1,2,3,4-TETRAHYDROQUINOLIN-3-YL)-6H-THIENO[2,3-B]PYRROLE-5-CARBOXAMIDE (DB07792)","0.9063","http://www.drugbank.ca/drugs/DB07792"
"45","4-[(3S)-1-AZABICYCLO[2.2.2]OCT-3-YLAMINO]-3-(1H-BENZIMIDAZOL-2-YL)-6-CHLOROQUINOLIN-2(1H)-ONE (DB06852)","0.9058","http://www.drugbank.ca/drugs/DB06852"
"46","1-{2-[(4-CHLOROPHENYL)AMINO]-2-OXOETHYL}-N-(1-ISOPROPYLPIPERIDIN-4-YL)-1H-INDOLE-2-CARBOXAMIDE (DB07974)","0.9052","http://www.drugbank.ca/drugs/DB07974"
"47","10-Propargyl-5,8-Dideazafolic Acid (DB03541)","0.9035","http://www.drugbank.ca/drugs/DB03541"
"48","Indole Naphthyridinone (DB01691)","0.9022","http://www.drugbank.ca/drugs/DB01691"
"49","1-{3-oxo-3-[(2S)-2-(pyrrolidin-1-ylcarbonyl)pyrrolidin-1-yl]propyl}-3-phenylquinoxalin-2(1H)-one (DB08738)","0.9021","http://www.drugbank.ca/drugs/DB08738"
"50","1-ethyl-N-(phenylmethyl)-4-(tetrahydro-2H-pyran-4-ylamino)-1H-pyrazolo[3,4-b]pyridine-5-carboxamide (DB06909)","0.9017","http://www.drugbank.ca/drugs/DB06909"
"51","4-CHLORO-6-(4-{4-[4-(METHYLSULFONYL)BENZYL]PIPERAZIN-1-YL}-1H-PYRAZOL-5-YL)BENZENE-1,3-DIOL (DB06957)","0.9009","http://www.drugbank.ca/drugs/DB06957"
"52","N-(4-{[(3S)-3-(dimethylamino)pyrrolidin-1-yl]carbonyl}phenyl)-5-fluoro-4-[2-methyl-1-(1-methylethyl)-1H-imidazol-5-yl]pyrimidin-2-amine (DB07936)","0.9004","http://www.drugbank.ca/drugs/DB07936"
"53","4-[4-(1-Amino-1-Methylethyl)Phenyl]-5-Chloro-N-[4-(2-Morpholin-4-Ylethyl)Phenyl]Pyrimidin-2-Amine (DB02491)","0.8996","http://www.drugbank.ca/drugs/DB02491"
"54","Gefitinib (DB00317)","0.8993","http://www.drugbank.ca/drugs/DB00317"
"55","Quinacrine (DB01103)","0.8991","http://www.drugbank.ca/drugs/DB01103"
"56","Raltitrexed (DB00293)","0.8988","http://www.drugbank.ca/drugs/DB00293"
"57","3-FLUORO-5-MORPHOLIN-4-YL-N-[1-(2-PYRIDIN-4-YLETHYL)-1H-INDOL-6-YL]BENZAMIDE (DB08730)","0.8988","http://www.drugbank.ca/drugs/DB08730"
"58","N-(1-ISOPROPYLPIPERIDIN-4-YL)-1-(3-METHOXYBENZYL)-1H-INDOLE-2-CARBOXAMIDE (DB07973)","0.8977","http://www.drugbank.ca/drugs/DB07973"
"59","3-[(Acetyl-Methyl-Amino)-Methyl]-4-Amino-N-Methyl-N-(1-Methyl-1h-Indol-2-Ylmethyl)-Benzamide (DB03534)","0.8976","http://www.drugbank.ca/drugs/DB03534"
"60","Vilazodone (DB06684)","0.8964","http://www.drugbank.ca/drugs/DB06684"
"61","[4-(6-Chloro-Naphthalene-2-Sulfonyl)-Piperazin-1-Yl]-(3,4,5,6-Tetrahydro-2h-[1,4']Bipyridinyl-4-Yl)-Methanone (DB01836)","0.8963","http://www.drugbank.ca/drugs/DB01836"
"62","(10R)-10-methyl-3-(6-methylpyridin-3-yl)-9,10,11,12-tetrahydro-8H-[1,4]diazepino[5',6':4,5]thieno[3,2-f]quinolin-8-one (DB07430)","0.8955","http://www.drugbank.ca/drugs/DB07430"
"63","(2R,4R)-N~1~-(4-CHLOROPHENYL)-N~2~-[2-FLUORO-4-(2-OXOPYRIDIN-1(2H)-YL)PHENYL]-4-METHOXYPYRROLIDINE-1,2-DICARBOXAMIDE (DB06920)","0.8955","http://www.drugbank.ca/drugs/DB06920"
