"","DrugBank Compound (Name, ID)","Similarity to ","Link"
"1","1,1,1-TRIFLUORO-3-((N-ACETYL)-L-LEUCYLAMIDO)-4-PHENYL-BUTAN-2-ONE(N-ACETYL-L-LEUCYL-L-PHENYLALANYL TRIFLUOROMETHYL KETONE) (DB08119)","0.9027","http://www.drugbank.ca/drugs/DB08119"
"2","N-cyclopropyl-N-(trans-4-pyridin-3-ylcyclohexyl)-4-[(1S)-2,2,2-trifluoro-1-hydroxy-1-methylethyl]benzamide (DB07619)","0.8896","http://www.drugbank.ca/drugs/DB07619"
"3","(2s,4r)-1-Acetyl-N-[(1s)-4-[(Aminoiminomethyl)Amino]-1-(2-Benzothiazolylcarbonyl)Butyl]-4-Hydroxy-2-Pyrrolidinecarboxamide (DB02812)","0.8790","http://www.drugbank.ca/drugs/DB02812"
"4","Disopyramide (DB00280)","0.8760","http://www.drugbank.ca/drugs/DB00280"
"5","1-{[(3R)-3-methyl-4-({4-[(1S)-2,2,2-trifluoro-1-hydroxy-1-methylethyl]phenyl}sulfonyl)piperazin-1-yl]methyl}cyclopropanecarboxamide (DB07624)","0.8746","http://www.drugbank.ca/drugs/DB07624"
"6","Bortezomib (DB00188)","0.8734","http://www.drugbank.ca/drugs/DB00188"
"7","N-[(1R)-1-(DIHYDROXYBORYL)-3-METHYLBUTYL]-N-(PYRAZIN-2-YLCARBONYL)-L-PHENYLALANINAMIDE (DB07475)","0.8734","http://www.drugbank.ca/drugs/DB07475"
"8","Paliperidone (DB01267)","0.8729","http://www.drugbank.ca/drugs/DB01267"
"9","N-[4-(1-BENZOYLPIPERIDIN-4-YL)BUTYL]-3-PYRIDIN-3-YLPROPANAMIDE (DB07656)","0.8717","http://www.drugbank.ca/drugs/DB07656"
"10","GM6001 (DB02255)","0.8716","http://www.drugbank.ca/drugs/DB02255"
"11","N-[(2R)-2-{[(2S)-2-(1,3-benzoxazol-2-yl)pyrrolidin-1-yl]carbonyl}hexyl]-N-hydroxyformamide (DB08310)","0.8716","http://www.drugbank.ca/drugs/DB08310"
"12","Methylergometrine (DB00353)","0.8686","http://www.drugbank.ca/drugs/DB00353"
"13","N1-(1-Dimethylcarbamoyl-2-Phenyl-Ethyl)-2-Oxo-N4-(2-Pyridin-2-Yl-Ethyl)-Succinamide (DB02140)","0.8683","http://www.drugbank.ca/drugs/DB02140"
"14","Methysergide (DB00247)","0.8672","http://www.drugbank.ca/drugs/DB00247"
"15","Ergonovine (DB01253)","0.8617","http://www.drugbank.ca/drugs/DB01253"
"16","Glipizide (DB01067)","0.8595","http://www.drugbank.ca/drugs/DB01067"
"17","[2(R,S)-2-Sulfanylheptanoyl]-Phe-Ala (DB02597)","0.8593","http://www.drugbank.ca/drugs/DB02597"
"18","N2-[(Benzyloxy)Carbonyl]-N1-[(3s)-1-Cyanopyrrolidin-3-Yl]-L-Leucinamide (DB03456)","0.8588","http://www.drugbank.ca/drugs/DB03456"
"19","N-{3-[(7ar,12as,12bs)-7-Oxo-1,3,4,6,7,7a,12a,12b-Octahydroindolo[2,3-a]Quinolizin-12(2h)-Yl]Propyl}Propane-2-Sulfonamide (DB01967)","0.8587","http://www.drugbank.ca/drugs/DB01967"
"20","1-[2-HYDROXY-3-(4-CYCLOHEXYL-PHENOXY)-PROPYL]-4-(2-PYRIDYL)-PIPERAZINE (DB08543)","0.8572","http://www.drugbank.ca/drugs/DB08543"
