"","DrugBank Compound (Name, ID)","Similarity to ","Link"
"1","2-Phenyl-1-[4-(2-Piperidin-1-Yl-Ethoxy)-Phenyl]-1,2,3,4-Tetrahydro-Isoquinolin-6-Ol (DB04471)","0.9709","http://www.drugbank.ca/drugs/DB04471"
"2","4-(2-aminoethoxy)-N-(3-chloro-2-ethoxy-5-piperidin-1-ylphenyl)-3,5-dimethylbenzamide (DB07626)","0.9692","http://www.drugbank.ca/drugs/DB07626"
"3","4-(2-aminoethoxy)-N-(3-chloro-5-piperidin-1-ylphenyl)-3,5-dimethylbenzamide (DB08697)","0.9679","http://www.drugbank.ca/drugs/DB08697"
"4","1-[4-(Octahydro-Pyrido[1,2-a]Pyrazin-2-Yl)-Phenyl]-2-Phenyl-1,2,3,4-Tetrahydro-Isoquinolin-6-Ol (DB03802)","0.9640","http://www.drugbank.ca/drugs/DB03802"
"5","Encainide (DB01228)","0.9636","http://www.drugbank.ca/drugs/DB01228"
"6","Ranolazine (DB00243)","0.9626","http://www.drugbank.ca/drugs/DB00243"
"7","Silodosin (DB06207)","0.9625","http://www.drugbank.ca/drugs/DB06207"
"8","Aripiprazole (DB01238)","0.9599","http://www.drugbank.ca/drugs/DB01238"
"9","Cis-[4,5-Bis-(4-Chlorophenyl)-2-(2-Isopropoxy-4-Methoxyphenyl)-4,5-Dihyd Roimidazol-1-Yl]-Piperazin-1-Yl-Methanone (DB04144)","0.9566","http://www.drugbank.ca/drugs/DB04144"
"10","Tadalafil (DB00820)","0.9555","http://www.drugbank.ca/drugs/DB00820"
"11","Cisapride (DB00604)","0.9549","http://www.drugbank.ca/drugs/DB00604"
"12","N-(1-ISOPROPYLPIPERIDIN-4-YL)-1-(3-METHOXYBENZYL)-1H-INDOLE-2-CARBOXAMIDE (DB07973)","0.9542","http://www.drugbank.ca/drugs/DB07973"
"13","Cis-[4,5-Bis-(4-Bromophenyl)-2-(2-Ethoxy-4-Methoxyphenyl)-4,5-Dihydroimidazol-1-Yl]-[4-(2-Hydroxyethyl)Piperazin-1-Yl]Methanone (DB02872)","0.9532","http://www.drugbank.ca/drugs/DB02872"
"14","Diltiazem (DB00343)","0.9493","http://www.drugbank.ca/drugs/DB00343"
"15","Beta-hydroxyfentanyl (DB01453)","0.9490","http://www.drugbank.ca/drugs/DB01453"
"16","MLN-518 (DB05465)","0.9489","http://www.drugbank.ca/drugs/DB05465"
"17","Benazepril (DB00542)","0.9473","http://www.drugbank.ca/drugs/DB00542"
"18","4-chloro-N-(3-methoxypropyl)-N-[(3S)-1-(2-phenylethyl)piperidin-3-yl]benzamide (DB08344)","0.9471","http://www.drugbank.ca/drugs/DB08344"
"19","Je-2147, Ag1776, Kni-764 (DB02668)","0.9463","http://www.drugbank.ca/drugs/DB02668"
"20","Bosutinib (DB06616)","0.9459","http://www.drugbank.ca/drugs/DB06616"
"21","Nefazodone (DB01149)","0.9455","http://www.drugbank.ca/drugs/DB01149"
