"","DrugBank Compound (Name, ID)","Similarity to ","Link"
"1","(3R,4S)-1-[(4-amino-5H-pyrrolo[3,2-d]pyrimidin-7-yl)methyl]-4-[(benzylsulfanyl)methyl]pyrrolidin-3-ol (DB07649)","0.9303","http://www.drugbank.ca/drugs/DB07649"
"2","4-(4-chlorobenzyl)-1-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)piperidin-4-aminium (DB08150)","0.9266","http://www.drugbank.ca/drugs/DB08150"
"3","1-[4-(4-chlorophenyl)-1-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)piperidin-4-yl]methanamine (DB08148)","0.9193","http://www.drugbank.ca/drugs/DB08148"
"4","Risperidone (DB00734)","0.9190","http://www.drugbank.ca/drugs/DB00734"
"5","N-cyclohexyl-4-imidazo[1,2-a]pyridin-3-yl-N-methylpyrimidin-2-amine (DB08023)","0.9171","http://www.drugbank.ca/drugs/DB08023"
"6","1-[4-(4-chlorobenzyl)-1-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)piperidin-4-yl]methanamine (DB08149)","0.9143","http://www.drugbank.ca/drugs/DB08149"
"7","4-[(2-{4-[(CYCLOPROPYLCARBAMOYL)AMINO]-1H-PYRAZOL-3-YL}-1H-BENZIMIDAZOL-6-YL)METHYL]MORPHOLIN-4-IUM (DB08067)","0.9120","http://www.drugbank.ca/drugs/DB08067"
"8","Udenafil (DB06267)","0.9099","http://www.drugbank.ca/drugs/DB06267"
"9","N-((1R,2S)-2-(5-CHLORO-1H-INDOLE-2-CARBOXAMIDO)CYCLOHEXYL)-5-METHYL-4,5,6,7-TETRAHYDROTHIAZOLO[5,4-C]PYRIDINE-2-CARBOXAMIDE (DB07629)","0.9064","http://www.drugbank.ca/drugs/DB07629"
"10","N-((1R,2R)-2-(5-CHLORO-1H-INDOLE-2-CARBOXAMIDO)CYCLOHEXYL)-5-METHYL-4,5,6,7-TETRAHYDROTHIAZOLO[5,4-C]PYRIDINE-2-CARBOXAMIDE (DB07630)","0.9064","http://www.drugbank.ca/drugs/DB07630"
"11","2-{4-[2-(2-AMINO-4-OXO-4,7-DIHYDRO-3H-PYRROLO[2,3-D]PYRIMIDIN-5-YL)-ETHYL]-BENZOYLAMINO}-3-METHYL-BUTYRIC ACID (DB08131)","0.9017","http://www.drugbank.ca/drugs/DB08131"
"12","2-{4-[5-(4-chlorophenyl)-4-pyrimidin-4-yl-1H-pyrazol-3-yl]piperidin-1-yl}-2-oxoethanol (DB07943)","0.8999","http://www.drugbank.ca/drugs/DB07943"
"13","IMIDAZOPYRIDAZIN 1 (DB04715)","0.8957","http://www.drugbank.ca/drugs/DB04715"
"14","Pagoclone (DB04903)","0.8942","http://www.drugbank.ca/drugs/DB04903"
"15","Pemetrexed (DB00642)","0.8939","http://www.drugbank.ca/drugs/DB00642"
"16","METHYL 1-(4-{[(2,4-DIAMINOPTERIDIN-6-YL)METHYL]AMINO}BENZOYL)PIPERIDINE-4-CARBOXYLATE (DB07689)","0.8936","http://www.drugbank.ca/drugs/DB07689"
"17","Piboserod (DB04873)","0.8909","http://www.drugbank.ca/drugs/DB04873"
"18","N-butyl-3-{[6-(9H-purin-6-ylamino)hexanoyl]amino}benzamide (DB07801)","0.8904","http://www.drugbank.ca/drugs/DB07801"
"19","Trovafloxacin (DB00685)","0.8900","http://www.drugbank.ca/drugs/DB00685"
