"","DrugBank Compound (Name, ID)","Similarity to ","Link"
"1","Gefitinib (DB00317)","0.9515","http://www.drugbank.ca/drugs/DB00317"
"2","Terazosin (DB01162)","0.9498","http://www.drugbank.ca/drugs/DB01162"
"3","CI-1033 (DB05424)","0.9496","http://www.drugbank.ca/drugs/DB05424"
"4","Doxazosin (DB00590)","0.9448","http://www.drugbank.ca/drugs/DB00590"
"5","Prazosin (DB00457)","0.9425","http://www.drugbank.ca/drugs/DB00457"
"6","MLN-518 (DB05465)","0.9411","http://www.drugbank.ca/drugs/DB05465"
"7","Alfuzosin (DB00346)","0.9409","http://www.drugbank.ca/drugs/DB00346"
"8","N-{2-[6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2,2-DIMETHYL-3-OXO-2,3-DIHYDRO-4H-1,4-BENZOXAZIN-4-YL]ETHYL}ACETAMIDE (DB07059)","0.9403","http://www.drugbank.ca/drugs/DB07059"
"9","4-{2-[4-(2-Aminoethyl)Piperazin-1-Yl]Pyridin-4-Yl}-N-(3-Chloro-4-Methylphenyl)Pyrimidin-2-Amine (DB03916)","0.9392","http://www.drugbank.ca/drugs/DB03916"
"10","N-cyclopropyl-4-methyl-3-{2-[(2-morpholin-4-ylethyl)amino]quinazolin-6-yl}benzamide (DB08351)","0.9373","http://www.drugbank.ca/drugs/DB08351"
"11","6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-4-(3-METHOXYPROPYL)-2,2-DIMETHYL-2H-1,4-BENZOXAZIN-3(4H)-ONE (DB07174)","0.9367","http://www.drugbank.ca/drugs/DB07174"
"12","Etonitazene (DB01462)","0.9360","http://www.drugbank.ca/drugs/DB01462"
"13","5-[4-(DIMETHYLAMINO)PHENYL]-6-[(6-MORPHOLIN-4-YLPYRIDIN-3-YL)ETHYNYL]PYRIMIDIN-4-AMINE (DB07280)","0.9355","http://www.drugbank.ca/drugs/DB07280"
"14","4-[4-(1-Amino-1-Methylethyl)Phenyl]-5-Chloro-N-[4-(2-Morpholin-4-Ylethyl)Phenyl]Pyrimidin-2-Amine (DB02491)","0.9354","http://www.drugbank.ca/drugs/DB02491"
"15","Quetiapine (DB01224)","0.9323","http://www.drugbank.ca/drugs/DB01224"
"16","10-Propargyl-5,8-Dideazafolic Acid (DB03541)","0.9307","http://www.drugbank.ca/drugs/DB03541"
"17","6,7-DIMETHOXY-4-[(3R)-3-(QUINOXALIN-2-YLOXY)PYRROLIDIN-1-YL]QUINAZOLINE (DB08391)","0.9306","http://www.drugbank.ca/drugs/DB08391"
"18","5-{[1-(2-fluorobenzyl)piperidin-4-yl]methoxy}quinazoline-2,4-diamine (DB07642)","0.9299","http://www.drugbank.ca/drugs/DB07642"
"19","Afatinib (DB08916)","0.9290","http://www.drugbank.ca/drugs/DB08916"
"20","4-{[5-chloro-4-(1H-indol-3-yl)pyrimidin-2-yl]amino}-N-ethylpiperidine-1-carboxamide (DB08005)","0.9284","http://www.drugbank.ca/drugs/DB08005"
"21","Ketoconazole (DB01026)","0.9270","http://www.drugbank.ca/drugs/DB01026"
"22","Astemizole (DB00637)","0.9248","http://www.drugbank.ca/drugs/DB00637"
"23","(3S)-1-(1,3-BENZODIOXOL-5-YLMETHYL)-3-[4-(1H-IMIDAZOL-1-YL)PHENOXY]PIPERIDINE (DB07011)","0.9243","http://www.drugbank.ca/drugs/DB07011"
"24","Delavirdine (DB00705)","0.9235","http://www.drugbank.ca/drugs/DB00705"
"25","Bosutinib (DB06616)","0.9231","http://www.drugbank.ca/drugs/DB06616"
"26","5-{[1-(2,3-dichlorobenzyl)piperidin-4-yl]methoxy}quinazoline-2,4-diamine (DB07643)","0.9219","http://www.drugbank.ca/drugs/DB07643"
"27","Vandetanib (DB05294)","0.9214","http://www.drugbank.ca/drugs/DB05294"
"28","N-(1-ISOPROPYLPIPERIDIN-4-YL)-1-(3-METHOXYBENZYL)-1H-INDOLE-2-CARBOXAMIDE (DB07973)","0.9213","http://www.drugbank.ca/drugs/DB07973"
"29","(2S)-6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2-(3,5-DIFLUOROPHENYL)-4-(3-METHOXYPROPYL)-2H-1,4-BENZOXAZIN-3(4H)-ONE (DB07113)","0.9203","http://www.drugbank.ca/drugs/DB07113"
"30","(13R,15S)-13-METHYL-16-OXA-8,9,12,22,24-PENTAAZAHEXACYCLO[15.6.2.16,9.1,12,15.0,2,7.0,21,25]HEPTACOSA-1(24),2,4,6,17(25),18,20-HEPTAENE-23,26-DIONE (DB06888)","0.9203","http://www.drugbank.ca/drugs/DB06888"
"31","Terconazole (DB00251)","0.9193","http://www.drugbank.ca/drugs/DB00251"
"32","N-Naphthalen-1-Ylmethyl-2'-[3,5-Dimethoxybenzamido]-2'-Deoxy-Adenosine (DB03331)","0.9191","http://www.drugbank.ca/drugs/DB03331"
"33","Moricizine (DB00680)","0.9190","http://www.drugbank.ca/drugs/DB00680"
"34","N-(5-chloro-1,3-benzodioxol-4-yl)-6-methoxy-7-(3-piperidin-1-ylpropoxy)quinazolin-4-amine (DB07249)","0.9183","http://www.drugbank.ca/drugs/DB07249"
"35","Quinacrine (DB01103)","0.9182","http://www.drugbank.ca/drugs/DB01103"
"36","Bopindolol (DB08807)","0.9181","http://www.drugbank.ca/drugs/DB08807"
"37","1-(5-Tert-Butyl-2-P-Tolyl-2h-Pyrazol-3-Yl)-3-[4-(2-Morpholin-4-Yl-Ethoxy)-Naphthalen-1-Yl]-Urea (DB03044)","0.9163","http://www.drugbank.ca/drugs/DB03044"
"38","Tadalafil (DB00820)","0.9162","http://www.drugbank.ca/drugs/DB00820"
"39","Avanafil (DB06237)","0.9157","http://www.drugbank.ca/drugs/DB06237"
"40","1-ethyl-N-(phenylmethyl)-4-(tetrahydro-2H-pyran-4-ylamino)-1H-pyrazolo[3,4-b]pyridine-5-carboxamide (DB06909)","0.9155","http://www.drugbank.ca/drugs/DB06909"
"41","Pipazethate (DB08796)","0.9139","http://www.drugbank.ca/drugs/DB08796"
