"","DrugBank Compound (Name, ID)","Similarity to ","Link"
"1","Topotecan (DB01030)","1.0000","http://www.drugbank.ca/drugs/DB01030"
"2","LE-SN38 (DB05482)","0.9913","http://www.drugbank.ca/drugs/DB05482"
"3","Camptothecin (DB04690)","0.9879","http://www.drugbank.ca/drugs/DB04690"
"4","BNP 1350 (DB05806)","0.9720","http://www.drugbank.ca/drugs/DB05806"
"5","CRA_16847 (DB02063)","0.9706","http://www.drugbank.ca/drugs/DB02063"
"6","(1S)-2-(1H-INDOL-3-YL)-1-[({5-[(E)-2-PYRIDIN-4-YLVINYL]PYRIDIN-3-YL}OXY)METHYL]ETHYLAMINE (DB07107)","0.9592","http://www.drugbank.ca/drugs/DB07107"
"7","N-(2-hydroxy-1,1-dimethylethyl)-1-methyl-3-(1H-pyrrolo[2,3-b]pyridin-2-yl)-1H-indole-5-carboxamide (DB06834)","0.9562","http://www.drugbank.ca/drugs/DB06834"
"8","CRA_10655 (DB02526)","0.9524","http://www.drugbank.ca/drugs/DB02526"
"9","3-[3-(3-methyl-6-{[(1S)-1-phenylethyl]amino}-1H-pyrazolo[4,3-c]pyridin-1-yl)phenyl]propanamide (DB06963)","0.9515","http://www.drugbank.ca/drugs/DB06963"
"10","(2S)-3-(1-{[2-(2-CHLOROPHENYL)-5-METHYL-1,3-OXAZOL-4-YL]METHYL}-1H-INDOL-5-YL)-2-ETHOXYPROPANOIC ACID (DB06908)","0.9509","http://www.drugbank.ca/drugs/DB06908"
"11","Droperidol (DB00450)","0.9504","http://www.drugbank.ca/drugs/DB00450"
"12","Indole Naphthyridinone (DB01691)","0.9496","http://www.drugbank.ca/drugs/DB01691"
"13","CRA_17312 (DB02084)","0.9486","http://www.drugbank.ca/drugs/DB02084"
"14","CRA_17693 (DB01741)","0.9477","http://www.drugbank.ca/drugs/DB01741"
"15","3-(5-{[4-(AMINOMETHYL)PIPERIDIN-1-YL]METHYL}-1H-INDOL-2-YL)QUINOLIN-2(1H)-ONE (DB07025)","0.9472","http://www.drugbank.ca/drugs/DB07025"
"16","4-(1-Benzyl-3-Carbamoylmethyl-2-Methyl-1h-Indol-5-Yloxy)-Butyric Acid (DB02936)","0.9470","http://www.drugbank.ca/drugs/DB02936"
"17","(13R,15S)-13-METHYL-16-OXA-8,9,12,22,24-PENTAAZAHEXACYCLO[15.6.2.16,9.1,12,15.0,2,7.0,21,25]HEPTACOSA-1(24),2,4,6,17(25),18,20-HEPTAENE-23,26-DIONE (DB06888)","0.9451","http://www.drugbank.ca/drugs/DB06888"
"18","3-FLUORO-5-MORPHOLIN-4-YL-N-[3-(2-PYRIDIN-4-YLETHYL)-1H-INDOL-5-YL]BENZAMIDE (DB08091)","0.9439","http://www.drugbank.ca/drugs/DB08091"
"19","Bopindolol (DB08807)","0.9431","http://www.drugbank.ca/drugs/DB08807"
"20","3-{3-bromo-4-[(2,4-difluorobenzyl)oxy]-6-methyl-2-oxopyridin-1(2H)-yl}-N,4-dimethylbenzamide (DB07941)","0.9426","http://www.drugbank.ca/drugs/DB07941"
"21","CP-526423 (DB02089)","0.9423","http://www.drugbank.ca/drugs/DB02089"
"22","Apixaban (DB06605)","0.9420","http://www.drugbank.ca/drugs/DB06605"
"23","Cilansetron (DB04885)","0.9400","http://www.drugbank.ca/drugs/DB04885"
"24","3-(5-{[4-(AMINOMETHYL)PIPERIDIN-1-YL]METHYL}-1H-INDOL-2-YL)-1H-INDAZOLE-6-CARBONITRILE (DB07075)","0.9399","http://www.drugbank.ca/drugs/DB07075"
"25","8-ethyl-3,10,10-trimethyl-4,5,6,8,10,12-hexahydropyrazolo[4',3':6,7]cyclohepta[1,2-b]pyrrolo[2,3-f]indol-9(1H)-one (DB07266)","0.9393","http://www.drugbank.ca/drugs/DB07266"
"26","Rbt205 Inhibitor (DB03777)","0.9388","http://www.drugbank.ca/drugs/DB03777"
"27","3-[1-(3-AMINOPROPYL)-1H-INDOL-3-YL]-4-(1H-INDOL-3-YL)-1H-PYRROLE-2,5-DIONE (DB07457)","0.9388","http://www.drugbank.ca/drugs/DB07457"
"28","2-[(2-methoxyethyl)amino]-4-(4-oxo-1,2,3,4-tetrahydro-9H-carbazol-9-yl)benzamide (DB08557)","0.9381","http://www.drugbank.ca/drugs/DB08557"
"29","2-[1-(4-CHLOROBENZOYL)-5-METHOXY-2-METHYL-1H-INDOL-3-YL]-N-[(1R)-1-(HYDROXYMETHYL)PROPYL]ACETAMIDE (DB07981)","0.9380","http://www.drugbank.ca/drugs/DB07981"
"30","2-[1-(4-CHLOROBENZOYL)-5-METHOXY-2-METHYL-1H-INDOL-3-YL]-N-[(1S)-1-(HYDROXYMETHYL)PROPYL]ACETAMIDE (DB07984)","0.9380","http://www.drugbank.ca/drugs/DB07984"
"31","8-Benzyl-2-Hydroxy-2-(4-Hydroxy-Benzyl)-6-(4-Hydroxy-Phenyl)-2h-Imidazo[1,2-a]Pyrazin-3-One (DB02194)","0.9376","http://www.drugbank.ca/drugs/DB02194"
"32","[3-(1-Benzyl-3-Carbamoylmethyl-2-Methyl-1h-Indol-5-Yloxy)-Propyl-]-Phosphonic Acid (DB02504)","0.9372","http://www.drugbank.ca/drugs/DB02504"
"33","8-Benzyl-2-Hydroperoxy-2-(4-Hydroxy-Benzyl)-6-(4-Hydroxy-Phenyl)-2h-Imidazo[1,2-a]Pyrazin-3-One (DB02241)","0.9367","http://www.drugbank.ca/drugs/DB02241"
"34","6,7-DIMETHOXY-4-[(3R)-3-(QUINOXALIN-2-YLOXY)PYRROLIDIN-1-YL]QUINAZOLINE (DB08391)","0.9365","http://www.drugbank.ca/drugs/DB08391"
"35","CRA_10433 (DB03173)","0.9360","http://www.drugbank.ca/drugs/DB03173"
"36","Coelenteramide (DB04049)","0.9357","http://www.drugbank.ca/drugs/DB04049"
"37","(2Z,3E)-2,3'-BIINDOLE-2',3(1H,1'H)-DIONE 3-{O-[(3R)-3,4-DIHYDROXYBUTYL]OXIME} (DB07766)","0.9357","http://www.drugbank.ca/drugs/DB07766"
"38","2-{4-[5-(4-chlorophenyl)-4-pyrimidin-4-yl-1H-pyrazol-3-yl]piperidin-1-yl}-2-oxoethanol (DB07943)","0.9343","http://www.drugbank.ca/drugs/DB07943"
