"","DrugBank Compound (Name, ID)","Similarity to ","Link"
"1","Regorafenib (DB08896)","1.0000","http://www.drugbank.ca/drugs/DB08896"
"2","Sorafenib (DB00398)","0.9973","http://www.drugbank.ca/drugs/DB00398"
"3","1-[4-(PYRIDIN-4-YLOXY)PHENYL]-3-[3-(TRIFLUOROMETHYL)PHENYL]UREA (DB08043)","0.9884","http://www.drugbank.ca/drugs/DB08043"
"4","N-({4-[(2-aminopyridin-4-yl)oxy]-3-fluorophenyl}carbamoyl)-2-(4-fluorophenyl)acetamide (DB06995)","0.9692","http://www.drugbank.ca/drugs/DB06995"
"5","4-[[2-[[4-chloro-3-(trifluoromethyl)phenyl]amino]-3H-benzimidazol-5-yl]oxy]-N-methyl-pyridine-2-carboxamide (DB06938)","0.9652","http://www.drugbank.ca/drugs/DB06938"
"6","(2R)-1-(DIMETHYLAMINO)-3-{4-[(6-{[2-FLUORO-5-(TRIFLUOROMETHYL)PHENYL]AMINO}PYRIMIDIN-4-YL)AMINO]PHENOXY}PROPAN-2-OL (DB07054)","0.9603","http://www.drugbank.ca/drugs/DB07054"
"7","6-chloro-N-pyrimidin-5-yl-3-{[3-(trifluoromethyl)phenyl]amino}-1,2-benzisoxazole-7-carboxamide (DB07326)","0.9595","http://www.drugbank.ca/drugs/DB07326"
"8","2-(4-fluorophenyl)-N-{[3-fluoro-4-(1H-pyrrolo[2,3-b]pyridin-4-yloxy)phenyl]carbamoyl}acetamide (DB06997)","0.9590","http://www.drugbank.ca/drugs/DB06997"
"9","5-[(2-methyl-5-{[3-(trifluoromethyl)phenyl]carbamoyl}phenyl)amino]pyridine-3-carboxamide (DB07970)","0.9559","http://www.drugbank.ca/drugs/DB07970"
"10","1-(2-Amidinophenyl)-3-(Phenoxyphenyl)Urea (DB03337)","0.9551","http://www.drugbank.ca/drugs/DB03337"
"11","N-(M-Trifluoromethylphenyl) Phenoxazine-4,6-Dicarboxylic Acid (DB02698)","0.9528","http://www.drugbank.ca/drugs/DB02698"
"12","2-{[(6-OXO-1,6-DIHYDROPYRIDIN-3-YL)METHYL]AMINO}-N-[4-PROPYL-3-(TRIFLUOROMETHYL)PHENYL]BENZAMIDE (DB07831)","0.9476","http://www.drugbank.ca/drugs/DB07831"
"13","S-3-(4-FLUOROPHENOXY)-2-HYDROXY-2-METHYL-N-[4-NITRO-3-(TRIFLUOROMETHYL)PHENYL]PROPANAMIDE (DB07769)","0.9472","http://www.drugbank.ca/drugs/DB07769"
"14","(2S)-3-(4-chloro-3-fluorophenoxy)-N-[4-cyano-3-(trifluoromethyl)phenyl]-2-hydroxy-2-methylpropanamide (DB07419)","0.9444","http://www.drugbank.ca/drugs/DB07419"
"15","3-({4-[(5-CHLORO-1,3-BENZODIOXOL-4-YL)AMINO]PYRIMIDIN-2-YL}AMINO)BENZAMIDE (DB07256)","0.9442","http://www.drugbank.ca/drugs/DB07256"
"16","Amodiaquine (DB00613)","0.9420","http://www.drugbank.ca/drugs/DB00613"
"17","3-FLUORO-N-1H-INDOL-5-YL-5-MORPHOLIN-4-YLBENZAMIDE (DB08092)","0.9403","http://www.drugbank.ca/drugs/DB08092"
"18","N-[2-({[amino(imino)methyl]amino}oxy)ethyl]-2-{6-chloro-3-[(2,2-difluoro-2-phenylethyl)amino]-2-fluorophenyl}acetamide (DB07946)","0.9380","http://www.drugbank.ca/drugs/DB07946"
"19","2-[(2,4-DICHLOROBENZOYL)AMINO]-5-(PYRIMIDIN-2-YLOXY)BENZOIC ACID (DB08402)","0.9379","http://www.drugbank.ca/drugs/DB08402"
