"","DrugBank Compound (Name, ID)","Similarity to ","Link"
"1","6-({5-fluoro-2-[(3,4,5-trimethoxyphenyl)amino]pyrimidin-4-yl}amino)-2,2-dimethyl-2H-pyrido[3,2-b][1,4]oxazin-3(4H)-one (DB07159)","1.0000","http://www.drugbank.ca/drugs/DB07159"
"2","2,4-Diamino-6-[N-(3',4',5'-Trimethoxybenzyl)-N-Methylamino]Pyrido[2,3-D]Pyrimidine (DB02919)","0.9438","http://www.drugbank.ca/drugs/DB02919"
"3","N'-(5-CHLORO-1,3-BENZODIOXOL-4-YL)-N-(3,4,5- TRIMETHOXYPHENYL)PYRIMIDINE-2,4-DIAMINE (DB07250)","0.9403","http://www.drugbank.ca/drugs/DB07250"
"4","2,4-Diamino-5-Methyl-6-[(3,4,5-Trimethoxy-N-Methylanilino)Methyl]Pyrido[2,3-D]Pyrimidine (DB02104)","0.9384","http://www.drugbank.ca/drugs/DB02104"
"5","N-(5-chloro-1,3-benzodioxol-4-yl)-6-methoxy-7-(3-piperidin-1-ylpropoxy)quinazolin-4-amine (DB07249)","0.9308","http://www.drugbank.ca/drugs/DB07249"
"6","N~4~-methyl-N~4~-(3-methyl-1H-indazol-6-yl)-N~2~-(3,4,5-trimethoxyphenyl)pyrimidine-2,4-diamine (DB08042)","0.9299","http://www.drugbank.ca/drugs/DB08042"
"7","N'-(3-CHLORO-4-METHOXY-PHENYL)-N-(3,4,5-TRIMETHOXYPHENYL)-1,3,5-TRIAZINE-2,4-DIAMINE (DB07251)","0.9294","http://www.drugbank.ca/drugs/DB07251"
"8","Alfuzosin (DB00346)","0.9275","http://www.drugbank.ca/drugs/DB00346"
"9","N'-(5-CHLORO-1,3-BENZODIOXOL-4-YL)-N-(3-MORPHOLIN-4-YLPHENYL)PYRIMIDINE-2,4-DIAMINE (DB07255)","0.9275","http://www.drugbank.ca/drugs/DB07255"
"10","N~4~-(3-methyl-1H-indazol-6-yl)-N~2~-(3,4,5-trimethoxyphenyl)pyrimidine-2,4-diamine (DB08519)","0.9254","http://www.drugbank.ca/drugs/DB08519"
"11","Doxazosin (DB00590)","0.9225","http://www.drugbank.ca/drugs/DB00590"
"12","3-({4-[(5-CHLORO-1,3-BENZODIOXOL-4-YL)AMINO]PYRIMIDIN-2-YL}AMINO)BENZAMIDE (DB07256)","0.9123","http://www.drugbank.ca/drugs/DB07256"
"13","Gefitinib (DB00317)","0.9116","http://www.drugbank.ca/drugs/DB00317"
"14","6,7-DIMETHOXY-4-[(3R)-3-(QUINOXALIN-2-YLOXY)PYRROLIDIN-1-YL]QUINAZOLINE (DB08391)","0.9060","http://www.drugbank.ca/drugs/DB08391"
"15","Trimetrexate (DB01157)","0.9060","http://www.drugbank.ca/drugs/DB01157"
"16","Erlotinib (DB00530)","0.9046","http://www.drugbank.ca/drugs/DB00530"
"17","3-(2-CHLOROPHENYL)-1-(2-{[(1S)-2-HYDROXY-1,2-DIMETHYLPROPYL]AMINO}PYRIMIDIN-4-YL)-1-(4-METHOXYPHENYL)UREA (DB08095)","0.9036","http://www.drugbank.ca/drugs/DB08095"
"18","(2S)-1-{4-[(4-ANILINO-5-BROMOPYRIMIDIN-2-YL)AMINO]PHENOXY}-3-(DIMETHYLAMINO)PROPAN-2-OL (DB07501)","0.9035","http://www.drugbank.ca/drugs/DB07501"
"19","(2R)-1-{4-[(4-ANILINO-5-BROMOPYRIMIDIN-2-YL)AMINO]PHENOXY}-3-(DIMETHYLAMINO)PROPAN-2-OL (DB07504)","0.9035","http://www.drugbank.ca/drugs/DB07504"
"20","N-[3-[[4-[(5-CHLORO-1,3-BENZODIOXOL-4-YL)AMINO]PYRIMIDIN-2-YL]AMINO]PHENYL]METHANESULFONAMIDE (DB07254)","0.9033","http://www.drugbank.ca/drugs/DB07254"
"21","Vandetanib (DB05294)","0.8986","http://www.drugbank.ca/drugs/DB05294"
"22","(2S)-1-[4-({6-[(2,6-DIFLUOROPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)PHENOXY]-3-(DIMETHYLAMINO)PROPAN-2-OL (DB07751)","0.8977","http://www.drugbank.ca/drugs/DB07751"
"23","(2R)-1-[4-({6-[(2,6-DIFLUOROPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)PHENOXY]-3-(DIMETHYLAMINO)PROPAN-2-OL (DB07761)","0.8977","http://www.drugbank.ca/drugs/DB07761"
"24","2-({5-CHLORO-2-[(2-METHOXY-4-MORPHOLIN-4-YLPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)-N-METHYLBENZAMIDE (DB07460)","0.8973","http://www.drugbank.ca/drugs/DB07460"
