"","DrugBank Compound (Name, ID)","Similarity to ","Link"
"1","Azacitidine (DB00928)","1.0000","http://www.drugbank.ca/drugs/DB00928"
"2","Decitabine (DB01262)","0.9850","http://www.drugbank.ca/drugs/DB01262"
"3","Cytarabine (DB00987)","0.9288","http://www.drugbank.ca/drugs/DB00987"
"4","CP-4055 (DB05494)","0.9288","http://www.drugbank.ca/drugs/DB05494"
"5","Cytidine (DB02097)","0.9288","http://www.drugbank.ca/drugs/DB02097"
"6","5-Aminoimidazole Ribonucleoside (DB04568)","0.9283","http://www.drugbank.ca/drugs/DB04568"
"7","Zebularine (DB03068)","0.9206","http://www.drugbank.ca/drugs/DB03068"
"8","Isatoribine (DB04860)","0.9144","http://www.drugbank.ca/drugs/DB04860"
"9","Uridine (DB02745)","0.9141","http://www.drugbank.ca/drugs/DB02745"
"10","2'-Deoxycytidine (DB02594)","0.9130","http://www.drugbank.ca/drugs/DB02594"
"11","Acadesine (DB04944)","0.9117","http://www.drugbank.ca/drugs/DB04944"
"12","Guanosine (DB02857)","0.9082","http://www.drugbank.ca/drugs/DB02857"
"13","5-Fluorouridine (DB01629)","0.9019","http://www.drugbank.ca/drugs/DB01629"
"14","7-Methylguanosine (DB03493)","0.9012","http://www.drugbank.ca/drugs/DB03493"
"15","Nelarabine (DB01280)","0.8986","http://www.drugbank.ca/drugs/DB01280"
"16","6-Hydroxy-1,6-Dihydro Purine Nucleoside (DB03015)","0.8968","http://www.drugbank.ca/drugs/DB03015"
"17","2'-Deoxyuridine (DB02256)","0.8966","http://www.drugbank.ca/drugs/DB02256"
"18","Inosine (DB04335)","0.8962","http://www.drugbank.ca/drugs/DB04335"
"19","Vidarabine (DB00194)","0.8956","http://www.drugbank.ca/drugs/DB00194"
"20","Adenosine (DB00640)","0.8956","http://www.drugbank.ca/drugs/DB00640"
"21","9-Beta-D-Xylofuranosyl-Adenine (DB03528)","0.8956","http://www.drugbank.ca/drugs/DB03528"
"22","Ribavirin (DB00811)","0.8952","http://www.drugbank.ca/drugs/DB00811"
"23","9-(6-Deoxy-Alpha-L-Talofuranosyl)-6-Methylpurine (DB02934)","0.8947","http://www.drugbank.ca/drugs/DB02934"
"24","9-(6-Deoxy-Beta-D-Allofuranosyl)-6-Methylpurine (DB03952)","0.8947","http://www.drugbank.ca/drugs/DB03952"
"25","OSI-7836 (DB05837)","0.8946","http://www.drugbank.ca/drugs/DB05837"
"26","Cyclouridine (DB04627)","0.8918","http://www.drugbank.ca/drugs/DB04627"
"27","Purine Riboside (DB04440)","0.8893","http://www.drugbank.ca/drugs/DB04440"
"28","6-Hydroxy-7,8-Dihydro Purine Nucleoside (DB02472)","0.8883","http://www.drugbank.ca/drugs/DB02472"
"29","2-Fluoroadenosine (DB04441)","0.8882","http://www.drugbank.ca/drugs/DB04441"
