"","DrugBank Compound (Name, ID)","Similarity to ","Link"
"1","Bortezomib (DB00188)","1.0000","http://www.drugbank.ca/drugs/DB00188"
"2","N-[(1R)-1-(DIHYDROXYBORYL)-3-METHYLBUTYL]-N-(PYRAZIN-2-YLCARBONYL)-L-PHENYLALANINAMIDE (DB07475)","1.0000","http://www.drugbank.ca/drugs/DB07475"
"3","Glipizide (DB01067)","0.9456","http://www.drugbank.ca/drugs/DB01067"
"4","N-[4-(1-BENZOYLPIPERIDIN-4-YL)BUTYL]-3-PYRIDIN-3-YLPROPANAMIDE (DB07656)","0.9403","http://www.drugbank.ca/drugs/DB07656"
"5","N1-(1-Dimethylcarbamoyl-2-Phenyl-Ethyl)-2-Oxo-N4-(2-Pyridin-2-Yl-Ethyl)-Succinamide (DB02140)","0.9383","http://www.drugbank.ca/drugs/DB02140"
"6","Piboserod (DB04873)","0.9336","http://www.drugbank.ca/drugs/DB04873"
"7","GM6001 (DB02255)","0.9333","http://www.drugbank.ca/drugs/DB02255"
"8","1-{[1-(2-AMINO-3-PHENYL-PROPIONYL)-PYRROLIDINE-2-CARBONYL]-AMINO}-2-(3-CYANO-PHENYL)-ETHANEBORONIC ACID (DB08420)","0.9277","http://www.drugbank.ca/drugs/DB08420"
"9","N-{(3S,4S)-4-[(6-AMINO-4-METHYLPYRIDIN-2-YL)METHYL]PYRROLIDIN-3-YL}-N'-(4-CHLOROBENZYL)ETHANE-1,2-DIAMINE (DB08018)","0.9271","http://www.drugbank.ca/drugs/DB08018"
"10","N-{(3R,4S)-4-[(6-amino-4-methylpyridin-2-yl)methyl]pyrrolidin-3-yl}-N'-(3-chlorobenzyl)ethane-1,2-diamine (DB08019)","0.9271","http://www.drugbank.ca/drugs/DB08019"
"11","Disopyramide (DB00280)","0.9257","http://www.drugbank.ca/drugs/DB00280"
"12","[PHENYLALANINYL-PROLINYL]-[2-(PYRIDIN-4-YLAMINO)-ETHYL]-AMINE (DB08422)","0.9250","http://www.drugbank.ca/drugs/DB08422"
"13","5,10-Dideazatetrahydrofolic Acid (DB03625)","0.9243","http://www.drugbank.ca/drugs/DB03625"
