"","DrugBank Compound (Name, ID)","Similarity to ","Link"
"1","5-Methyl-5,6,7,8-Tetrahydrofolic Acid (DB04375)","0.9240","http://www.drugbank.ca/drugs/DB04375"
"2","5-methyltetrahydrofolate (DB04789)","0.9240","http://www.drugbank.ca/drugs/DB04789"
"3","Dasatinib (DB01254)","0.9211","http://www.drugbank.ca/drugs/DB01254"
"4","2-{4-[4-({4-[2-methyl-1-(1-methylethyl)-1H-imidazol-5-yl]pyrimidin-2-yl}amino)phenyl]piperazin-1-yl}-2-oxoethanol (DB07982)","0.9210","http://www.drugbank.ca/drugs/DB07982"
"5","5,10-Methylene-6-Hydrofolic Acid (DB02301)","0.9205","http://www.drugbank.ca/drugs/DB02301"
"6","4-(4-METHYLPIPERAZIN-1-YL)-N-[5-(2-THIENYLACETYL)-1,5-DIHYDROPYRROLO[3,4-C]PYRAZOL-3-YL]BENZAMIDE (DB07186)","0.9091","http://www.drugbank.ca/drugs/DB07186"
"7","Tetrahydrofolic acid (DB00116)","0.9087","http://www.drugbank.ca/drugs/DB00116"
"8","(6s)-5,6,7,8-Tetrahydrofolate (DB02031)","0.9087","http://www.drugbank.ca/drugs/DB02031"
"9","N~6~-cyclohexyl-N~2~-(4-morpholin-4-ylphenyl)-9H-purine-2,6-diamine (DB07340)","0.9059","http://www.drugbank.ca/drugs/DB07340"
"10","Dapiprazole (DB00298)","0.9017","http://www.drugbank.ca/drugs/DB00298"
"11","METHYL 1-(4-{[(2,4-DIAMINOPTERIDIN-6-YL)METHYL](METHYL)AMINO}BENZOYL)PIPERIDINE-4-CARBOXYLATE (DB07765)","0.8998","http://www.drugbank.ca/drugs/DB07765"
"12","Trazodone (DB00656)","0.8995","http://www.drugbank.ca/drugs/DB00656"
"13","2-(4-ETHYLPIPERAZIN-1-YL)-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE (DB08360)","0.8986","http://www.drugbank.ca/drugs/DB08360"
"14","Delavirdine (DB00705)","0.8966","http://www.drugbank.ca/drugs/DB00705"
"15","N-(4-{[(3S)-3-(dimethylamino)pyrrolidin-1-yl]carbonyl}phenyl)-5-fluoro-4-[2-methyl-1-(1-methylethyl)-1H-imidazol-5-yl]pyrimidin-2-amine (DB07936)","0.8961","http://www.drugbank.ca/drugs/DB07936"
"16","4-[(2-{4-[(CYCLOPROPYLCARBAMOYL)AMINO]-1H-PYRAZOL-3-YL}-1H-BENZIMIDAZOL-6-YL)METHYL]MORPHOLIN-4-IUM (DB08067)","0.8859","http://www.drugbank.ca/drugs/DB08067"
"17","2-({5-CHLORO-2-[(2-METHOXY-4-MORPHOLIN-4-YLPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)-N-METHYLBENZAMIDE (DB07460)","0.8846","http://www.drugbank.ca/drugs/DB07460"
"18","[4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]-6-(methylamino)pyrimidin-2-yl}amino)phenyl]acetonitrile (DB07168)","0.8840","http://www.drugbank.ca/drugs/DB07168"
"19","4-{2-[4-(2-Aminoethyl)Piperazin-1-Yl]Pyridin-4-Yl}-N-(3-Chloro-4-Methylphenyl)Pyrimidin-2-Amine (DB03916)","0.8836","http://www.drugbank.ca/drugs/DB03916"
"20","Methotrexate (DB00563)","0.8806","http://www.drugbank.ca/drugs/DB00563"
"21","Furo[2,3d]Pyrimidine Antifolate (DB02026)","0.8787","http://www.drugbank.ca/drugs/DB02026"
"22","1-{7-cyclohexyl-6-[4-(4-methylpiperazin-1-yl)benzyl]-7H-pyrrolo[2,3-d]pyrimidin-2-yl}methanamine (DB07563)","0.8784","http://www.drugbank.ca/drugs/DB07563"
"23","1-[[(1E)-2-(4-CHLOROPHENYL)ETHENYL]SULFONYL]-4-[[1-(4-PYRIDINYL)-4-PIPERIDINYL]METHYL]PIPERAZINE (DB08746)","0.8761","http://www.drugbank.ca/drugs/DB08746"
