"","DrugBank Compound (Name, ID)","Similarity to ","Link"
"1","Gefitinib (DB00317)","1.0000","http://www.drugbank.ca/drugs/DB00317"
"2","CI-1033 (DB05424)","0.9857","http://www.drugbank.ca/drugs/DB05424"
"3","Afatinib (DB08916)","0.9764","http://www.drugbank.ca/drugs/DB08916"
"4","Bosutinib (DB06616)","0.9754","http://www.drugbank.ca/drugs/DB06616"
"5","N-(5-chloro-1,3-benzodioxol-4-yl)-6-methoxy-7-(3-piperidin-1-ylpropoxy)quinazolin-4-amine (DB07249)","0.9700","http://www.drugbank.ca/drugs/DB07249"
"6","Vandetanib (DB05294)","0.9685","http://www.drugbank.ca/drugs/DB05294"
"7","(2S)-6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2-(3,5-DIFLUOROPHENYL)-4-(3-METHOXYPROPYL)-2H-1,4-BENZOXAZIN-3(4H)-ONE (DB07113)","0.9655","http://www.drugbank.ca/drugs/DB07113"
"8","2,4-Diamino-6-[N-(2',5'-Dimethoxybenzyl)-N-Methylamino]Quinazoline (DB02427)","0.9641","http://www.drugbank.ca/drugs/DB02427"
"9","Doxazosin (DB00590)","0.9621","http://www.drugbank.ca/drugs/DB00590"
"10","Erlotinib (DB00530)","0.9617","http://www.drugbank.ca/drugs/DB00530"
"11","N'-(5-CHLORO-1,3-BENZODIOXOL-4-YL)-N-(3-MORPHOLIN-4-YLPHENYL)PYRIMIDINE-2,4-DIAMINE (DB07255)","0.9603","http://www.drugbank.ca/drugs/DB07255"
"12","(2R)-1-[4-({4-[(2,5-DICHLOROPHENYL)AMINO]PYRIMIDIN-2-YL}AMINO)PHENOXY]-3-(DIMETHYLAMINO)PROPAN-2-OL (DB07750)","0.9602","http://www.drugbank.ca/drugs/DB07750"
"13","(2S)-1-[4-({4-[(2,5-DICHLOROPHENYL)AMINO]PYRIMIDIN-2-YL}AMINO)PHENOXY]-3-(DIMETHYLAMINO)PROPAN-2-OL (DB07755)","0.9602","http://www.drugbank.ca/drugs/DB07755"
"14","Quinacrine (DB01103)","0.9589","http://www.drugbank.ca/drugs/DB01103"
"15","6,7-DIMETHOXY-4-[(3R)-3-(2-NAPHTHYLOXY)PYRROLIDIN-1-YL]QUINAZOLINE (DB08389)","0.9587","http://www.drugbank.ca/drugs/DB08389"
"16","4-BROMO-2-FLUORO-N-[(4E)-6-METHOXY-7-[(1-METHYLPIPERIDIN-4-YL)METHOXY]QUINAZOLIN-4(1H)-YLIDENE]ANILINE (DB08764)","0.9582","http://www.drugbank.ca/drugs/DB08764"
"17","(2S)-1-[4-({6-[(2,6-DIFLUOROPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)PHENOXY]-3-(DIMETHYLAMINO)PROPAN-2-OL (DB07751)","0.9580","http://www.drugbank.ca/drugs/DB07751"
"18","(2R)-1-[4-({6-[(2,6-DIFLUOROPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)PHENOXY]-3-(DIMETHYLAMINO)PROPAN-2-OL (DB07761)","0.9580","http://www.drugbank.ca/drugs/DB07761"
"19","(2S)-1-{4-[(4-ANILINO-5-BROMOPYRIMIDIN-2-YL)AMINO]PHENOXY}-3-(DIMETHYLAMINO)PROPAN-2-OL (DB07501)","0.9575","http://www.drugbank.ca/drugs/DB07501"
"20","(2R)-1-{4-[(4-ANILINO-5-BROMOPYRIMIDIN-2-YL)AMINO]PHENOXY}-3-(DIMETHYLAMINO)PROPAN-2-OL (DB07504)","0.9575","http://www.drugbank.ca/drugs/DB07504"
"21","3-FLUORO-N-1H-INDOL-5-YL-5-MORPHOLIN-4-YLBENZAMIDE (DB08092)","0.9561","http://www.drugbank.ca/drugs/DB08092"
"22","6,7-DIMETHOXY-4-[(3R)-3-(QUINOXALIN-2-YLOXY)PYRROLIDIN-1-YL]QUINAZOLINE (DB08391)","0.9547","http://www.drugbank.ca/drugs/DB08391"
"23","Amodiaquine (DB00613)","0.9544","http://www.drugbank.ca/drugs/DB00613"
"24","3-FLUORO-5-MORPHOLIN-4-YL-N-[1-(2-PYRIDIN-4-YLETHYL)-1H-INDOL-6-YL]BENZAMIDE (DB08730)","0.9532","http://www.drugbank.ca/drugs/DB08730"
"25","4-chloro-6-{5-[(2-morpholin-4-ylethyl)amino]-1,2-benzisoxazol-3-yl}benzene-1,3-diol (DB07601)","0.9517","http://www.drugbank.ca/drugs/DB07601"
"26","(3S)-1-(1,3-BENZODIOXOL-5-YLMETHYL)-3-[4-(1H-IMIDAZOL-1-YL)PHENOXY]PIPERIDINE (DB07011)","0.9510","http://www.drugbank.ca/drugs/DB07011"
"27","5-{[1-(2-fluorobenzyl)piperidin-4-yl]methoxy}quinazoline-2,4-diamine (DB07642)","0.9502","http://www.drugbank.ca/drugs/DB07642"
"28","Etonitazene (DB01462)","0.9501","http://www.drugbank.ca/drugs/DB01462"
"29","5-[4-(DIMETHYLAMINO)PHENYL]-6-[(6-MORPHOLIN-4-YLPYRIDIN-3-YL)ETHYNYL]PYRIMIDIN-4-AMINE (DB07280)","0.9496","http://www.drugbank.ca/drugs/DB07280"
"30","Trimetrexate (DB01157)","0.9488","http://www.drugbank.ca/drugs/DB01157"
"31","(2S)-2-ETHOXY-3-{4-[2-(10H-PHENOXAZIN-10-YL)ETHOXY]PHENYL}PROPANOIC ACID (DB07675)","0.9481","http://www.drugbank.ca/drugs/DB07675"
"32","5-{[1-(2,3-dichlorobenzyl)piperidin-4-yl]methoxy}quinazoline-2,4-diamine (DB07643)","0.9473","http://www.drugbank.ca/drugs/DB07643"
"33","Merimepodib (DB04862)","0.9468","http://www.drugbank.ca/drugs/DB04862"
"34","2-({5-CHLORO-2-[(2-METHOXY-4-MORPHOLIN-4-YLPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)-N-METHYLBENZAMIDE (DB07460)","0.9467","http://www.drugbank.ca/drugs/DB07460"
"35","(2R,4R)-N~1~-(4-CHLOROPHENYL)-N~2~-[2-FLUORO-4-(2-OXOPYRIDIN-1(2H)-YL)PHENYL]-4-METHOXYPYRROLIDINE-1,2-DICARBOXAMIDE (DB06920)","0.9465","http://www.drugbank.ca/drugs/DB06920"
"36","AZD2563 (DB04850)","0.9464","http://www.drugbank.ca/drugs/DB04850"
"37","N~4~-methyl-N~4~-(3-methyl-1H-indazol-6-yl)-N~2~-(3,4,5-trimethoxyphenyl)pyrimidine-2,4-diamine (DB08042)","0.9464","http://www.drugbank.ca/drugs/DB08042"
"38","3-({4-[(5-CHLORO-1,3-BENZODIOXOL-4-YL)AMINO]PYRIMIDIN-2-YL}AMINO)BENZAMIDE (DB07256)","0.9459","http://www.drugbank.ca/drugs/DB07256"
"39","3-FLUORO-5-MORPHOLIN-4-YL-N-[3-(2-PYRIDIN-4-YLETHYL)-1H-INDOL-5-YL]BENZAMIDE (DB08091)","0.9455","http://www.drugbank.ca/drugs/DB08091"
"40","Bopindolol (DB08807)","0.9454","http://www.drugbank.ca/drugs/DB08807"
"41","6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-4-(3-METHOXYPROPYL)-2,2-DIMETHYL-2H-1,4-BENZOXAZIN-3(4H)-ONE (DB07174)","0.9451","http://www.drugbank.ca/drugs/DB07174"
"42","4-[4-(1-Amino-1-Methylethyl)Phenyl]-5-Chloro-N-[4-(2-Morpholin-4-Ylethyl)Phenyl]Pyrimidin-2-Amine (DB02491)","0.9448","http://www.drugbank.ca/drugs/DB02491"
"43","Astemizole (DB00637)","0.9448","http://www.drugbank.ca/drugs/DB00637"
"44","3-(2-CHLOROPHENYL)-1-(2-{[(1S)-2-HYDROXY-1,2-DIMETHYLPROPYL]AMINO}PYRIMIDIN-4-YL)-1-(4-METHOXYPHENYL)UREA (DB08095)","0.9435","http://www.drugbank.ca/drugs/DB08095"
"45","1-Acetyl-4-(4-{4-[(2-Ethoxyphenyl)Thio]-3-Nitrophenyl}Pyridin-2-Yl)Piperazine (DB02177)","0.9429","http://www.drugbank.ca/drugs/DB02177"
"46","CP-526423 (DB02089)","0.9428","http://www.drugbank.ca/drugs/DB02089"
"47","N-({4-[(2-aminopyridin-4-yl)oxy]-3-fluorophenyl}carbamoyl)-2-(4-fluorophenyl)acetamide (DB06995)","0.9424","http://www.drugbank.ca/drugs/DB06995"
"48","N-{(1s)-4-[Bis(2-Chloroethyl)Amino]-1-Methylbutyl}-N-(6-Chloro-2-Methoxy-9-Acridinyl)Amine (DB02240)","0.9396","http://www.drugbank.ca/drugs/DB02240"
"49","(2R)-1-(DIMETHYLAMINO)-3-{4-[(6-{[2-FLUORO-5-(TRIFLUOROMETHYL)PHENYL]AMINO}PYRIMIDIN-4-YL)AMINO]PHENOXY}PROPAN-2-OL (DB07054)","0.9394","http://www.drugbank.ca/drugs/DB07054"
"50","N-{2-[6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2,2-DIMETHYL-3-OXO-2,3-DIHYDRO-4H-1,4-BENZOXAZIN-4-YL]ETHYL}ACETAMIDE (DB07059)","0.9392","http://www.drugbank.ca/drugs/DB07059"
"51","S-{3-[(4-ANILINOQUINAZOLIN-6-YL)AMINO]-3-OXOPROPYL}-L-CYSTEINE (DB07602)","0.9384","http://www.drugbank.ca/drugs/DB07602"
"52","Cisapride (DB00604)","0.9380","http://www.drugbank.ca/drugs/DB00604"
"53","2,4-Diamino-6-[N-(3',4',5'-Trimethoxybenzyl)-N-Methylamino]Pyrido[2,3-D]Pyrimidine (DB02919)","0.9376","http://www.drugbank.ca/drugs/DB02919"
"54","Quetiapine (DB01224)","0.9376","http://www.drugbank.ca/drugs/DB01224"
"55","Bepridil (DB01244)","0.9372","http://www.drugbank.ca/drugs/DB01244"
"56","Ziprasidone (DB00246)","0.9352","http://www.drugbank.ca/drugs/DB00246"
"57","Diltiazem (DB00343)","0.9352","http://www.drugbank.ca/drugs/DB00343"
"58","3-[(1R)-1-(2,6-dichloro-3-fluorophenyl)ethoxy]-5-(1-piperidin-4-yl-1H-pyrazol-4-yl)pyridin-2-amine (DB08700)","0.9346","http://www.drugbank.ca/drugs/DB08700"
"59","Moricizine (DB00680)","0.9336","http://www.drugbank.ca/drugs/DB00680"
"60","4-CHLORO-6-(4-{4-[4-(METHYLSULFONYL)BENZYL]PIPERAZIN-1-YL}-1H-PYRAZOL-5-YL)BENZENE-1,3-DIOL (DB06957)","0.9322","http://www.drugbank.ca/drugs/DB06957"
"61","2,4-Diamino-5-Methyl-6-[(3,4,5-Trimethoxy-N-Methylanilino)Methyl]Pyrido[2,3-D]Pyrimidine (DB02104)","0.9322","http://www.drugbank.ca/drugs/DB02104"
"62","5-(5-chloro-2,4-dihydroxyphenyl)-N-ethyl-4-[4-(morpholin-4-ylmethyl)phenyl]isoxazole-3-carboxamide (DB06961)","0.9315","http://www.drugbank.ca/drugs/DB06961"
"63","Clonitazene (DB01523)","0.9315","http://www.drugbank.ca/drugs/DB01523"
"64","(2e)-N-Allyl-4-{[3-(4-Bromophenyl)-5-Fluoro-1-Methyl-1h-Indazol-6-Yl]Oxy}-N-Methyl-2-Buten-1-Amine (DB02139)","0.9313","http://www.drugbank.ca/drugs/DB02139"
"65","N-cyclopropyl-4-methyl-3-{2-[(2-morpholin-4-ylethyl)amino]quinazolin-6-yl}benzamide (DB08351)","0.9311","http://www.drugbank.ca/drugs/DB08351"
"66","CRA_10972 (DB02989)","0.9309","http://www.drugbank.ca/drugs/DB02989"
"67","CRA_10950 (DB03494)","0.9309","http://www.drugbank.ca/drugs/DB03494"
