"","DrugBank Compound (Name, ID)","Similarity to ","Link"
"1","Gefitinib (DB00317)","0.9869","http://www.drugbank.ca/drugs/DB00317"
"2","CI-1033 (DB05424)","0.9840","http://www.drugbank.ca/drugs/DB05424"
"3","Vandetanib (DB05294)","0.9823","http://www.drugbank.ca/drugs/DB05294"
"4","Afatinib (DB08916)","0.9777","http://www.drugbank.ca/drugs/DB08916"
"5","Bosutinib (DB06616)","0.9763","http://www.drugbank.ca/drugs/DB06616"
"6","N-(5-chloro-1,3-benzodioxol-4-yl)-6-methoxy-7-(3-piperidin-1-ylpropoxy)quinazolin-4-amine (DB07249)","0.9714","http://www.drugbank.ca/drugs/DB07249"
"7","4-BROMO-2-FLUORO-N-[(4E)-6-METHOXY-7-[(1-METHYLPIPERIDIN-4-YL)METHOXY]QUINAZOLIN-4(1H)-YLIDENE]ANILINE (DB08764)","0.9706","http://www.drugbank.ca/drugs/DB08764"
"8","5-{[1-(2-fluorobenzyl)piperidin-4-yl]methoxy}quinazoline-2,4-diamine (DB07642)","0.9695","http://www.drugbank.ca/drugs/DB07642"
"9","Quinacrine (DB01103)","0.9666","http://www.drugbank.ca/drugs/DB01103"
"10","5-{[1-(2,3-dichlorobenzyl)piperidin-4-yl]methoxy}quinazoline-2,4-diamine (DB07643)","0.9663","http://www.drugbank.ca/drugs/DB07643"
"11","(2R,4R)-N~1~-(4-CHLOROPHENYL)-N~2~-[2-FLUORO-4-(2-OXOPYRIDIN-1(2H)-YL)PHENYL]-4-METHOXYPYRROLIDINE-1,2-DICARBOXAMIDE (DB06920)","0.9625","http://www.drugbank.ca/drugs/DB06920"
"12","(2S)-6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2-(3,5-DIFLUOROPHENYL)-4-(3-METHOXYPROPYL)-2H-1,4-BENZOXAZIN-3(4H)-ONE (DB07113)","0.9620","http://www.drugbank.ca/drugs/DB07113"
"13","N-{2-[6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2,2-DIMETHYL-3-OXO-2,3-DIHYDRO-4H-1,4-BENZOXAZIN-4-YL]ETHYL}ACETAMIDE (DB07059)","0.9597","http://www.drugbank.ca/drugs/DB07059"
"14","Doxazosin (DB00590)","0.9588","http://www.drugbank.ca/drugs/DB00590"
"15","3-(2-CHLOROPHENYL)-1-(2-{[(1S)-2-HYDROXY-1,2-DIMETHYLPROPYL]AMINO}PYRIMIDIN-4-YL)-1-(4-METHOXYPHENYL)UREA (DB08095)","0.9565","http://www.drugbank.ca/drugs/DB08095"
"16","(2R)-1-[4-({4-[(2,5-DICHLOROPHENYL)AMINO]PYRIMIDIN-2-YL}AMINO)PHENOXY]-3-(DIMETHYLAMINO)PROPAN-2-OL (DB07750)","0.9548","http://www.drugbank.ca/drugs/DB07750"
"17","(2S)-1-[4-({4-[(2,5-DICHLOROPHENYL)AMINO]PYRIMIDIN-2-YL}AMINO)PHENOXY]-3-(DIMETHYLAMINO)PROPAN-2-OL (DB07755)","0.9548","http://www.drugbank.ca/drugs/DB07755"
"18","6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-4-(3-METHOXYPROPYL)-2,2-DIMETHYL-2H-1,4-BENZOXAZIN-3(4H)-ONE (DB07174)","0.9544","http://www.drugbank.ca/drugs/DB07174"
"19","Etonitazene (DB01462)","0.9539","http://www.drugbank.ca/drugs/DB01462"
"20","(2S)-1-[4-({6-[(2,6-DIFLUOROPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)PHENOXY]-3-(DIMETHYLAMINO)PROPAN-2-OL (DB07751)","0.9537","http://www.drugbank.ca/drugs/DB07751"
"21","(2R)-1-[4-({6-[(2,6-DIFLUOROPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)PHENOXY]-3-(DIMETHYLAMINO)PROPAN-2-OL (DB07761)","0.9537","http://www.drugbank.ca/drugs/DB07761"
"22","(2S)-1-{4-[(4-ANILINO-5-BROMOPYRIMIDIN-2-YL)AMINO]PHENOXY}-3-(DIMETHYLAMINO)PROPAN-2-OL (DB07501)","0.9524","http://www.drugbank.ca/drugs/DB07501"
"23","(2R)-1-{4-[(4-ANILINO-5-BROMOPYRIMIDIN-2-YL)AMINO]PHENOXY}-3-(DIMETHYLAMINO)PROPAN-2-OL (DB07504)","0.9524","http://www.drugbank.ca/drugs/DB07504"
"24","Cisapride (DB00604)","0.9514","http://www.drugbank.ca/drugs/DB00604"
"25","4-[4-(1-Amino-1-Methylethyl)Phenyl]-5-Chloro-N-[4-(2-Morpholin-4-Ylethyl)Phenyl]Pyrimidin-2-Amine (DB02491)","0.9497","http://www.drugbank.ca/drugs/DB02491"
"26","(3S)-1-(1,3-BENZODIOXOL-5-YLMETHYL)-3-[4-(1H-IMIDAZOL-1-YL)PHENOXY]PIPERIDINE (DB07011)","0.9492","http://www.drugbank.ca/drugs/DB07011"
"27","3-FLUORO-5-MORPHOLIN-4-YL-N-[1-(2-PYRIDIN-4-YLETHYL)-1H-INDOL-6-YL]BENZAMIDE (DB08730)","0.9488","http://www.drugbank.ca/drugs/DB08730"
"28","3-FLUORO-N-1H-INDOL-5-YL-5-MORPHOLIN-4-YLBENZAMIDE (DB08092)","0.9479","http://www.drugbank.ca/drugs/DB08092"
"29","1-{2-[(4-CHLOROPHENYL)AMINO]-2-OXOETHYL}-N-(1-ISOPROPYLPIPERIDIN-4-YL)-1H-INDOLE-2-CARBOXAMIDE (DB07974)","0.9478","http://www.drugbank.ca/drugs/DB07974"
"30","5-Chloro-1h-Indole-2-Carboxylic Acid [1-(4-Fluorobenzyl)-2-(4-Hydroxypiperidin-1yl)-2-Oxoethyl]Amide (DB03383)","0.9474","http://www.drugbank.ca/drugs/DB03383"
