"","DrugBank Compound (Name, ID)","Similarity to ","Link"
"1","7-amino-2-tert-butyl-4-(4-pyrimidin-2-ylpiperazin-1-yl)pyrido[2,3-d]pyrimidine-6-carboxamide (DB07043)","0.8890","http://www.drugbank.ca/drugs/DB07043"
"2","4-(2-(1H-IMIDAZOL-4-YL)ETHYLAMINO)-2-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE (DB08345)","0.8796","http://www.drugbank.ca/drugs/DB08345"
"3","N~2~-1H-benzimidazol-5-yl-N~4~-(3-cyclopropyl-1H-pyrazol-5-yl)pyrimidine-2,4-diamine (DB07382)","0.8664","http://www.drugbank.ca/drugs/DB07382"
"4","7-amino-2-tert-butyl-4-{[2-(1H-imidazol-4-yl)ethyl]amino}pyrido[2,3-d]pyrimidine-6-carboxamide (DB07042)","0.8626","http://www.drugbank.ca/drugs/DB07042"
"5","N-[4-(2-Methylimidazo[1,2-a]Pyridin-3-Yl)-2-Pyrimidinyl]Acetamide (DB02538)","0.8410","http://www.drugbank.ca/drugs/DB02538"
"6","2-{4-[(4-imidazo[1,2-a]pyridin-3-ylpyrimidin-2-yl)amino]piperidin-1-yl}-N-methylacetamide (DB08026)","0.8392","http://www.drugbank.ca/drugs/DB08026"
"7","Olomoucine (DB02116)","0.8322","http://www.drugbank.ca/drugs/DB02116"
"8","N6-METHYL-(R)-ROSCOVITINE, R-2-[6-(BENZYL-METHYL-AMINO)-9-ISOPROPYL-9H-PURIN-2-YLAMINO]-BUTAN-1-OL (DB04776)","0.8317","http://www.drugbank.ca/drugs/DB04776"
"9","2-(Pyrido[1,2-E]Purin-4-Yl)Amino-Ethanol (DB01994)","0.8310","http://www.drugbank.ca/drugs/DB01994"
"10","N7-BUTYL-N2-(5-CHLORO-2-METHYLPHENYL)-5-METHYL[1,2,4]TRIAZOLO[1,5-A]PYRIMIDINE-2,7-DIAMINE (DB07128)","0.8284","http://www.drugbank.ca/drugs/DB07128"
"11","(2S)-2-({6-[(3-AMINO-5-CHLOROPHENYL)AMINO]-9-ISOPROPYL-9H-PURIN-2-YL}AMINO)-3-METHYLBUTAN-1-OL (DB07379)","0.8242","http://www.drugbank.ca/drugs/DB07379"
"12","Purvalanol A (DB04751)","0.8241","http://www.drugbank.ca/drugs/DB04751"
"13","OLOMOUCINE II (DB04662)","0.8215","http://www.drugbank.ca/drugs/DB04662"
"14","(7S)-2-(2-aminopyrimidin-4-yl)-7-(2-fluoroethyl)-1,5,6,7-tetrahydro-4H-pyrrolo[3,2-c]pyridin-4-one (DB07149)","0.8212","http://www.drugbank.ca/drugs/DB07149"
"15","N-cyclohexyl-4-imidazo[1,2-a]pyridin-3-yl-N-methylpyrimidin-2-amine (DB08023)","0.8196","http://www.drugbank.ca/drugs/DB08023"
"16","2-(2-HYDROXYETHYLAMINO)-6-(3-CHLOROANILINO)-9-ISOPROPYLPURINE (DB08325)","0.8155","http://www.drugbank.ca/drugs/DB08325"
"17","3-methyl-N-(pyridin-4-ylmethyl)imidazo[1,2-a]pyrazin-8-amine (DB08533)","0.8132","http://www.drugbank.ca/drugs/DB08533"
"18","9-(4-Hydroxybutyl)-N2-Phenylguanine (DB02495)","0.8130","http://www.drugbank.ca/drugs/DB02495"
