"","DrugBank Compound (Name, ID)","Similarity to ","Link"
"1","Afatinib (DB08916)","1.0000","http://www.drugbank.ca/drugs/DB08916"
"2","CI-1033 (DB05424)","0.9891","http://www.drugbank.ca/drugs/DB05424"
"3","Gefitinib (DB00317)","0.9764","http://www.drugbank.ca/drugs/DB00317"
"4","(2S)-1-[4-({6-[(2,6-DIFLUOROPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)PHENOXY]-3-(DIMETHYLAMINO)PROPAN-2-OL (DB07751)","0.9690","http://www.drugbank.ca/drugs/DB07751"
"5","(2R)-1-[4-({6-[(2,6-DIFLUOROPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)PHENOXY]-3-(DIMETHYLAMINO)PROPAN-2-OL (DB07761)","0.9690","http://www.drugbank.ca/drugs/DB07761"
"6","(2R)-1-[4-({4-[(2,5-DICHLOROPHENYL)AMINO]PYRIMIDIN-2-YL}AMINO)PHENOXY]-3-(DIMETHYLAMINO)PROPAN-2-OL (DB07750)","0.9679","http://www.drugbank.ca/drugs/DB07750"
"7","(2S)-1-[4-({4-[(2,5-DICHLOROPHENYL)AMINO]PYRIMIDIN-2-YL}AMINO)PHENOXY]-3-(DIMETHYLAMINO)PROPAN-2-OL (DB07755)","0.9679","http://www.drugbank.ca/drugs/DB07755"
"8","(2S)-1-{4-[(4-ANILINO-5-BROMOPYRIMIDIN-2-YL)AMINO]PHENOXY}-3-(DIMETHYLAMINO)PROPAN-2-OL (DB07501)","0.9656","http://www.drugbank.ca/drugs/DB07501"
"9","(2R)-1-{4-[(4-ANILINO-5-BROMOPYRIMIDIN-2-YL)AMINO]PHENOXY}-3-(DIMETHYLAMINO)PROPAN-2-OL (DB07504)","0.9656","http://www.drugbank.ca/drugs/DB07504"
"10","Vandetanib (DB05294)","0.9632","http://www.drugbank.ca/drugs/DB05294"
"11","(2S)-6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2-(3,5-DIFLUOROPHENYL)-4-(3-METHOXYPROPYL)-2H-1,4-BENZOXAZIN-3(4H)-ONE (DB07113)","0.9631","http://www.drugbank.ca/drugs/DB07113"
"12","3-(2-CHLOROPHENYL)-1-(2-{[(1S)-2-HYDROXY-1,2-DIMETHYLPROPYL]AMINO}PYRIMIDIN-4-YL)-1-(4-METHOXYPHENYL)UREA (DB08095)","0.9628","http://www.drugbank.ca/drugs/DB08095"
"13","5-[4-(DIMETHYLAMINO)PHENYL]-6-[(6-MORPHOLIN-4-YLPYRIDIN-3-YL)ETHYNYL]PYRIMIDIN-4-AMINE (DB07280)","0.9595","http://www.drugbank.ca/drugs/DB07280"
"14","2-({5-CHLORO-2-[(2-METHOXY-4-MORPHOLIN-4-YLPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)-N-METHYLBENZAMIDE (DB07460)","0.9574","http://www.drugbank.ca/drugs/DB07460"
"15","S-{3-[(4-ANILINOQUINAZOLIN-6-YL)AMINO]-3-OXOPROPYL}-L-CYSTEINE (DB07602)","0.9561","http://www.drugbank.ca/drugs/DB07602"
"16","(2R,4R)-N~1~-(4-CHLOROPHENYL)-N~2~-[2-FLUORO-4-(2-OXOPYRIDIN-1(2H)-YL)PHENYL]-4-METHOXYPYRROLIDINE-1,2-DICARBOXAMIDE (DB06920)","0.9553","http://www.drugbank.ca/drugs/DB06920"
"17","Merimepodib (DB04862)","0.9551","http://www.drugbank.ca/drugs/DB04862"
