"","DrugBank Compound (Name, ID)","Similarity to ","Link"
"1","2-{4-[4-({4-[2-methyl-1-(1-methylethyl)-1H-imidazol-5-yl]pyrimidin-2-yl}amino)phenyl]piperazin-1-yl}-2-oxoethanol (DB07982)","0.9152","http://www.drugbank.ca/drugs/DB07982"
"2","N~6~-cyclohexyl-N~2~-(4-morpholin-4-ylphenyl)-9H-purine-2,6-diamine (DB07340)","0.9130","http://www.drugbank.ca/drugs/DB07340"
"3","[4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]-6-(methylamino)pyrimidin-2-yl}amino)phenyl]acetonitrile (DB07168)","0.9069","http://www.drugbank.ca/drugs/DB07168"
"4","4-(4-METHYLPIPERAZIN-1-YL)-N-[5-(2-THIENYLACETYL)-1,5-DIHYDROPYRROLO[3,4-C]PYRAZOL-3-YL]BENZAMIDE (DB07186)","0.9066","http://www.drugbank.ca/drugs/DB07186"
"5","Dasatinib (DB01254)","0.9024","http://www.drugbank.ca/drugs/DB01254"
"6","METHYL 1-(4-{[(2,4-DIAMINOPTERIDIN-6-YL)METHYL](METHYL)AMINO}BENZOYL)PIPERIDINE-4-CARBOXYLATE (DB07765)","0.8979","http://www.drugbank.ca/drugs/DB07765"
"7","Dapiprazole (DB00298)","0.8956","http://www.drugbank.ca/drugs/DB00298"
"8","Trazodone (DB00656)","0.8922","http://www.drugbank.ca/drugs/DB00656"
"9","2-({5-CHLORO-2-[(2-METHOXY-4-MORPHOLIN-4-YLPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)-N-METHYLBENZAMIDE (DB07460)","0.8921","http://www.drugbank.ca/drugs/DB07460"
"10","Delavirdine (DB00705)","0.8920","http://www.drugbank.ca/drugs/DB00705"
"11","N-[5-(1,1-DIOXIDOISOTHIAZOLIDIN-2-YL)-1H-INDAZOL-3-YL]-2-(4-PIPERIDIN-1-YLPHENYL)ACETAMIDE (DB07220)","0.8897","http://www.drugbank.ca/drugs/DB07220"
"12","Methotrexate (DB00563)","0.8891","http://www.drugbank.ca/drugs/DB00563"
"13","4-[5-(Trans-4-Aminocyclohexylamino)-3-Isopropylpyrazolo[1,5-a]Pyrimidin-7-Ylamino]-N,N-Dimethylbenzenesulfonamide (DB01888)","0.8890","http://www.drugbank.ca/drugs/DB01888"
"14","N-(4-{[(3S)-3-(dimethylamino)pyrrolidin-1-yl]carbonyl}phenyl)-5-fluoro-4-[2-methyl-1-(1-methylethyl)-1H-imidazol-5-yl]pyrimidin-2-amine (DB07936)","0.8886","http://www.drugbank.ca/drugs/DB07936"
"15","N-(2-chloro-6-methylphenyl)-8-[(3S)-3-methylpiperazin-1-yl]imidazo[1,5-a]quinoxalin-4-amine (DB08057)","0.8884","http://www.drugbank.ca/drugs/DB08057"
"16","Furo[2,3d]Pyrimidine Antifolate (DB02026)","0.8880","http://www.drugbank.ca/drugs/DB02026"
"17","4-[(2-{4-[(CYCLOPROPYLCARBAMOYL)AMINO]-1H-PYRAZOL-3-YL}-1H-BENZIMIDAZOL-6-YL)METHYL]MORPHOLIN-4-IUM (DB08067)","0.8872","http://www.drugbank.ca/drugs/DB08067"
"18","3-(2-CHLOROPHENYL)-1-(2-{[(1S)-2-HYDROXY-1,2-DIMETHYLPROPYL]AMINO}PYRIMIDIN-4-YL)-1-(4-METHOXYPHENYL)UREA (DB08095)","0.8867","http://www.drugbank.ca/drugs/DB08095"
"19","2-{[(1R,2S)-2-aminocyclohexyl]amino}-4-[(3-methylphenyl)amino]pyrimidine-5-carboxamide (DB08361)","0.8852","http://www.drugbank.ca/drugs/DB08361"
