"","DrugBank Compound (Name, ID)","Similarity to ","Link"
"1","N-[4-(3-BROMO-PHENYLAMINO)-QUINAZOLIN-6-YL]-ACRYLAMIDE (DB07662)","0.9632","http://www.drugbank.ca/drugs/DB07662"
"2","3-FLUORO-N-1H-INDOL-5-YL-5-MORPHOLIN-4-YLBENZAMIDE (DB08092)","0.9559","http://www.drugbank.ca/drugs/DB08092"
"3","5-chloro-N-{4-[(1R)-1,2-dihydroxyethyl]phenyl}-1H-indole-2-carboxamide (DB07315)","0.9554","http://www.drugbank.ca/drugs/DB07315"
"4","2-({2-[(3-HYDROXYPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)BENZAMIDE (DB07268)","0.9548","http://www.drugbank.ca/drugs/DB07268"
"5","S-{3-[(4-ANILINOQUINAZOLIN-6-YL)AMINO]-3-OXOPROPYL}-L-CYSTEINE (DB07602)","0.9520","http://www.drugbank.ca/drugs/DB07602"
"6","(2E)-N-{4-[(3-bromophenyl)amino]quinazolin-6-yl}-4-(dimethylamino)but-2-enamide (DB08564)","0.9503","http://www.drugbank.ca/drugs/DB08564"
"7","Flupirtine (DB06623)","0.9496","http://www.drugbank.ca/drugs/DB06623"
"8","Amodiaquine (DB00613)","0.9489","http://www.drugbank.ca/drugs/DB00613"
"9","2-[(2,4-DICHLOROBENZOYL)AMINO]-5-(PYRIMIDIN-2-YLOXY)BENZOIC ACID (DB08402)","0.9485","http://www.drugbank.ca/drugs/DB08402"
"10","[4-({5-(AMINOCARBONYL)-4-[(3-METHYLPHENYL)AMINO]PYRIMIDIN-2-YL}AMINO)PHENYL]ACETIC ACID (DB08513)","0.9485","http://www.drugbank.ca/drugs/DB08513"
"11","(4E)-N-(4-fluorophenyl)-4-[(phenylcarbonyl)imino]-4H-pyrazole-3-carboxamide (DB08137)","0.9449","http://www.drugbank.ca/drugs/DB08137"
"12","[3-(4-Bromo-2-Fluoro-Benzyl)-7-Chloro-2,4-Dioxo-3,4-Dihydro-2h-Quinazolin-1-Yl]-Acetic Acid (DB02132)","0.9447","http://www.drugbank.ca/drugs/DB02132"
"13","2-[(2-chloro-4-iodophenyl)amino]-N-{[(2R)-2,3-dihydroxypropyl]oxy}-3,4-difluorobenzamide (DB07046)","0.9435","http://www.drugbank.ca/drugs/DB07046"
"14","Cysteine-Methylene-Carbamoyl-1,10-Phenanthroline (DB04437)","0.9422","http://www.drugbank.ca/drugs/DB04437"
"15","4-{[4-(4-fluoro-3-methylphenyl)-1,3-thiazol-2-yl]amino}-2-hydroxybenzoic acid (DB07616)","0.9417","http://www.drugbank.ca/drugs/DB07616"
"16","2,4-Diamino-6-[N-(2',5'-Dimethoxybenzyl)-N-Methylamino]Quinazoline (DB02427)","0.9416","http://www.drugbank.ca/drugs/DB02427"
"17","5-[(1S)-1-(3-chlorophenyl)ethoxy]quinazoline-2,4-diamine (DB07644)","0.9405","http://www.drugbank.ca/drugs/DB07644"
"18","3-({4-[(5-CHLORO-1,3-BENZODIOXOL-4-YL)AMINO]PYRIMIDIN-2-YL}AMINO)BENZAMIDE (DB07256)","0.9403","http://www.drugbank.ca/drugs/DB07256"
"19","5-Bromo-N[2-(Dimethylamino)Ethyl]-9-Aminoacridine-4-Carboxamide (DB02390)","0.9400","http://www.drugbank.ca/drugs/DB02390"
"20","Alsterpaullone (DB04014)","0.9387","http://www.drugbank.ca/drugs/DB04014"
"21","3-{[(1R)-1-phenylethyl]amino}-4-(pyridin-4-ylamino)cyclobut-3-ene-1,2-dione (DB07234)","0.9382","http://www.drugbank.ca/drugs/DB07234"
"22","Ezogabine  (DB04953)","0.9380","http://www.drugbank.ca/drugs/DB04953"
