"","DrugBank Compound (Name, ID)","Similarity to ","Link"
"1","Chloroquine (DB00608)","1.0000","http://www.drugbank.ca/drugs/DB00608"
"2","Hydroxychloroquine (DB01611)","0.9984","http://www.drugbank.ca/drugs/DB01611"
"3","Sitamaquine (DB04909)","0.9749","http://www.drugbank.ca/drugs/DB04909"
"4","Quinacrine (DB01103)","0.9734","http://www.drugbank.ca/drugs/DB01103"
"5","Diethyltryptamine (DB01460)","0.9655","http://www.drugbank.ca/drugs/DB01460"
"6","Ropinirole (DB00268)","0.9654","http://www.drugbank.ca/drugs/DB00268"
"7","Cinchocaine (DB00527)","0.9634","http://www.drugbank.ca/drugs/DB00527"
"8","5-Methoxy-N,N-diisopropyltryptamine (DB01441)","0.9608","http://www.drugbank.ca/drugs/DB01441"
"9","Fentanyl (DB00813)","0.9597","http://www.drugbank.ca/drugs/DB00813"
"10","Diampromide (DB01502)","0.9589","http://www.drugbank.ca/drugs/DB01502"
"11","Acetyl-alpha-methylfentanyl (DB01532)","0.9589","http://www.drugbank.ca/drugs/DB01532"
"12","5-Chloro-1h-Indole-2-Carboxylic Acid{[Cyclopentyl-(2-Hydroxy-Ethyl)-Carbamoyl]-Methyl}-Amide (DB03288)","0.9573","http://www.drugbank.ca/drugs/DB03288"
"13","Beta-hydroxyfentanyl (DB01453)","0.9564","http://www.drugbank.ca/drugs/DB01453"
"14","Alpha-methylfentanyl (DB01557)","0.9553","http://www.drugbank.ca/drugs/DB01557"
"15","Aprindine (DB01429)","0.9547","http://www.drugbank.ca/drugs/DB01429"
"16","Primaquine (DB01087)","0.9521","http://www.drugbank.ca/drugs/DB01087"
"17","(7as,12ar,12bs)-1,2,3,4,7a,12,12a,12b-Octahydroindolo[2,3-a]Quinolizin-7(6h)-One (DB02191)","0.9514","http://www.drugbank.ca/drugs/DB02191"
"18","Clonitazene (DB01523)","0.9513","http://www.drugbank.ca/drugs/DB01523"
"19","Ciprofloxacin (DB00537)","0.9510","http://www.drugbank.ca/drugs/DB00537"
"20","99mTc-ciprofloxacin (DB05488)","0.9510","http://www.drugbank.ca/drugs/DB05488"
"21","3-Methylfentanyl (DB01571)","0.9504","http://www.drugbank.ca/drugs/DB01571"
"22","Perphenazine (DB00850)","0.9461","http://www.drugbank.ca/drugs/DB00850"
"23","4-bromo-2-{[(2R)-2-(2-chlorobenzyl)pyrrolidin-1-yl]carbonyl}aniline (DB08580)","0.9461","http://www.drugbank.ca/drugs/DB08580"
"24","GLYCYLALANYL-N-2-NAPHTHYL-L-PROLINEAMIDE (DB07813)","0.9461","http://www.drugbank.ca/drugs/DB07813"
"25","(3,3-dimethylpiperidin-1-yl)(6-(3-fluoro-4-methylphenyl)pyridin-2-yl)methanone (DB06992)","0.9452","http://www.drugbank.ca/drugs/DB06992"
"26","Minaprine (DB00805)","0.9451","http://www.drugbank.ca/drugs/DB00805"
"27","Prochlorperazine (DB00433)","0.9438","http://www.drugbank.ca/drugs/DB00433"
"28","[2-(1-Amino-2-Hydroxy-Propyl)-4-(1h-Indol-3-Ylmethylene)-5-Oxo-4,5-Dihydro-Imidazol-1-Yl]-Acetaldehyde (DB03914)","0.9431","http://www.drugbank.ca/drugs/DB03914"
"29","Grepafloxacin (DB00365)","0.9423","http://www.drugbank.ca/drugs/DB00365"
"30","(5z)-5-(1h-Indol-3-Ylmethylene)-4h-Imidazol-4-One (DB01653)","0.9421","http://www.drugbank.ca/drugs/DB01653"
"31","D-phenylalanyl-N-(3-chlorobenzyl)-L-prolinamide (DB06919)","0.9421","http://www.drugbank.ca/drugs/DB06919"
"32","Amodiaquine (DB00613)","0.9417","http://www.drugbank.ca/drugs/DB00613"
"33","4-({4-[(4-methoxypyridin-2-yl)amino]piperidin-1-yl}carbonyl)benzonitrile (DB07002)","0.9415","http://www.drugbank.ca/drugs/DB07002"
"34","Azelastine (DB00972)","0.9411","http://www.drugbank.ca/drugs/DB00972"
"35","Clozapine (DB00363)","0.9410","http://www.drugbank.ca/drugs/DB00363"
"36","Procaterol (DB01366)","0.9409","http://www.drugbank.ca/drugs/DB01366"
"37","Propericiazine (DB01608)","0.9406","http://www.drugbank.ca/drugs/DB01608"
"38","Zolmitriptan (DB00315)","0.9401","http://www.drugbank.ca/drugs/DB00315"
"39","1-[2-(S)-AMINO-3-BIPHENYL-4-YL-PROPIONYL]-PYRROLIDINE-2-(S)-CARBONITRILE (DB08024)","0.9400","http://www.drugbank.ca/drugs/DB08024"
"40","N-benzyl-4-[(2R)-pyrrolidin-2-ylmethoxy]aniline (DB07260)","0.9398","http://www.drugbank.ca/drugs/DB07260"
"41","Encainide (DB01228)","0.9393","http://www.drugbank.ca/drugs/DB01228"
"42","N-ETHYL-N-ISOPROPYL-3-METHYL-5-{[(2S)-2-(PYRIDIN-4-YLAMINO)PROPYL]OXY}BENZAMIDE (DB07279)","0.9387","http://www.drugbank.ca/drugs/DB07279"
"43","Chloropyramine (DB08800)","0.9381","http://www.drugbank.ca/drugs/DB08800"
"44","Thioridazine (DB00679)","0.9380","http://www.drugbank.ca/drugs/DB00679"
"45","D-phenylalanyl-N-benzyl-L-prolinamide (DB07143)","0.9376","http://www.drugbank.ca/drugs/DB07143"
"46","4-(quinolin-3-ylmethyl)piperidine-1-carboxylic acid (DB08385)","0.9373","http://www.drugbank.ca/drugs/DB08385"
"47","Pefloxacin (DB00487)","0.9367","http://www.drugbank.ca/drugs/DB00487"
"48","Alverine (DB01616)","0.9365","http://www.drugbank.ca/drugs/DB01616"
"49","Norfloxacin (DB01059)","0.9364","http://www.drugbank.ca/drugs/DB01059"
"50","Ethopropazine (DB00392)","0.9353","http://www.drugbank.ca/drugs/DB00392"
"51","D-phenylalanyl-N-(3-fluorobenzyl)-L-prolinamide (DB07027)","0.9349","http://www.drugbank.ca/drugs/DB07027"
"52","Lomefloxacin (DB00978)","0.9346","http://www.drugbank.ca/drugs/DB00978"
"53","N-{(3S,4S)-4-[(6-AMINO-4-METHYLPYRIDIN-2-YL)METHYL]PYRROLIDIN-3-YL}-N'-(4-CHLOROBENZYL)ETHANE-1,2-DIAMINE (DB08018)","0.9342","http://www.drugbank.ca/drugs/DB08018"
"54","N-{(3R,4S)-4-[(6-amino-4-methylpyridin-2-yl)methyl]pyrrolidin-3-yl}-N'-(3-chlorobenzyl)ethane-1,2-diamine (DB08019)","0.9342","http://www.drugbank.ca/drugs/DB08019"
"55","Thenalidine (DB04826)","0.9339","http://www.drugbank.ca/drugs/DB04826"
"56","4-{[(2S)-3-(tert-butylamino)-2-hydroxypropyl]oxy}-3H-indole-2-carbonitrile (DB08347)","0.9336","http://www.drugbank.ca/drugs/DB08347"
"57","Tripelennamine (DB00792)","0.9335","http://www.drugbank.ca/drugs/DB00792"
"58","(9S)-9-[(8-AMMONIOOCTYL)AMINO]-1,2,3,4,9,10-HEXAHYDROACRIDINIUM (DB04617)","0.9331","http://www.drugbank.ca/drugs/DB04617"
"59","SU4984 (DB02058)","0.9330","http://www.drugbank.ca/drugs/DB02058"
"60","Flurazepam (DB00690)","0.9326","http://www.drugbank.ca/drugs/DB00690"
"61","Trazodone (DB00656)","0.9324","http://www.drugbank.ca/drugs/DB00656"
"62","Loxapine (DB00408)","0.9318","http://www.drugbank.ca/drugs/DB00408"
"63","Aminacrine (DB02842)","0.9301","http://www.drugbank.ca/drugs/DB02842"
"64","N'-(Pyrrolidino[2,1-B]Isoindolin-4-On-8-Yl)-N-(Pyridin-2-Yl)Urea (DB04186)","0.9300","http://www.drugbank.ca/drugs/DB04186"
"65","Antazoline (DB08799)","0.9296","http://www.drugbank.ca/drugs/DB08799"
"66","Dapiprazole (DB00298)","0.9296","http://www.drugbank.ca/drugs/DB00298"
"67","1-(CYCLOHEXYLAMINO)-3-(6-METHYL-3,4-DIHYDRO-1H-CARBAZOL-9(2H)-YL)PROPAN-2-OL (DB07061)","0.9296","http://www.drugbank.ca/drugs/DB07061"
"68","Pindolol (DB00960)","0.9292","http://www.drugbank.ca/drugs/DB00960"
"69","Methdilazine (DB00902)","0.9290","http://www.drugbank.ca/drugs/DB00902"
"70","Tropicamide (DB00809)","0.9287","http://www.drugbank.ca/drugs/DB00809"
"71","Phenoxybenzamine (DB00925)","0.9286","http://www.drugbank.ca/drugs/DB00925"
"72","3-FLUORO-N-1H-INDOL-5-YL-5-MORPHOLIN-4-YLBENZAMIDE (DB08092)","0.9285","http://www.drugbank.ca/drugs/DB08092"
"73","Levofloxacin (DB01137)","0.9279","http://www.drugbank.ca/drugs/DB01137"
"74","Ofloxacin (DB01165)","0.9279","http://www.drugbank.ca/drugs/DB01165"
"75","Dextrofloxacine (DB03034)","0.9279","http://www.drugbank.ca/drugs/DB03034"
"76","Benzphetamine (DB00865)","0.9277","http://www.drugbank.ca/drugs/DB00865"
"77","5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-N-ETHYL-4-PIPERAZIN-1-YL-1H-PYRAZOLE-3-CARBOXAMIDE (DB06958)","0.9276","http://www.drugbank.ca/drugs/DB06958"
"78","Besifloxacin (DB06771)","0.9271","http://www.drugbank.ca/drugs/DB06771"
"79","3-{3-[(DIMETHYLAMINO)METHYL]-1H-INDOL-7-YL}PROPAN-1-OL (DB08447)","0.9269","http://www.drugbank.ca/drugs/DB08447"
"80","D-phenylalanyl-N-(3-methylbenzyl)-L-prolinamide (DB07133)","0.9266","http://www.drugbank.ca/drugs/DB07133"
"81","4-[3-(4-CHLOROPHENYL)-1H-PYRAZOL-5-YL]PIPERIDINE (DB08061)","0.9258","http://www.drugbank.ca/drugs/DB08061"
"82","3-(HYDROXYMETHYL)-1-METHYL-5-(2-METHYLAZIRIDIN-1-YL)-2-PHENYL-1H-INDOLE-4,7-DIONE (DB07385)","0.9253","http://www.drugbank.ca/drugs/DB07385"
"83","Amoxapine (DB00543)","0.9251","http://www.drugbank.ca/drugs/DB00543"
"84","4-[(7R,7AS)-7-HYDROXY-1,3-DIOXOTETRAHYDRO-1H-PYRROLO[1,2-C]IMIDAZOL-2(3H)-YL]-1-NAPHTHONITRILE (DB08087)","0.9250","http://www.drugbank.ca/drugs/DB08087"
"85","Chlorcyclizine (DB08936)","0.9248","http://www.drugbank.ca/drugs/DB08936"
"86","2-[2-(4-CHLORO-PHENYLSULFANYL)-ACETYLAMINO]-3-(4-GUANIDINO-PHENYL)-PROPIONAMIDE (DB07105)","0.9243","http://www.drugbank.ca/drugs/DB07105"
"87","(S)-2-METHYL-1-[(4-METHYL-5-ISOQUINOLINE)SULFONYL]-HOMOPIPERAZINE (DB07876)","0.9241","http://www.drugbank.ca/drugs/DB07876"
"88","2-(6-{[(3-chloro-2-methylphenyl)sulfonyl]amino}pyridin-2-yl)-N,N-diethylacetamide (DB07056)","0.9239","http://www.drugbank.ca/drugs/DB07056"
"89","Mepyramine (DB06691)","0.9236","http://www.drugbank.ca/drugs/DB06691"
"90","4-(4-chlorobenzyl)-1-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)piperidin-4-aminium (DB08150)","0.9236","http://www.drugbank.ca/drugs/DB08150"
"91","Hydroxyzine (DB00557)","0.9225","http://www.drugbank.ca/drugs/DB00557"
"92","Prazepam (DB01588)","0.9222","http://www.drugbank.ca/drugs/DB01588"
"93","Lisuride (DB00589)","0.9221","http://www.drugbank.ca/drugs/DB00589"
"94","(3aS)-3a-hydroxy-1-phenyl-1,2,3,3a-tetrahydro-4H-pyrrolo[2,3-b]quinolin-4-one (DB07470)","0.9221","http://www.drugbank.ca/drugs/DB07470"
"95","Lysergic Acid Diethylamide (DB04829)","0.9211","http://www.drugbank.ca/drugs/DB04829"
"96","Cetirizine (DB00341)","0.9206","http://www.drugbank.ca/drugs/DB00341"
"97","Cyclizine (DB01176)","0.9202","http://www.drugbank.ca/drugs/DB01176"
"98","[4-(4-PHENYL-PIPERIDIN-1-YL)-BENZENESULFONYLAMINO]-ACETIC ACID (DB07986)","0.9197","http://www.drugbank.ca/drugs/DB07986"
"99","Mianserin (DB06148)","0.9194","http://www.drugbank.ca/drugs/DB06148"
"100","Olanzapine (DB00334)","0.9191","http://www.drugbank.ca/drugs/DB00334"
"101","Rosiglitazone (DB00412)","0.9188","http://www.drugbank.ca/drugs/DB00412"
