"","DrugBank Compound (Name, ID)","Similarity to ","Link"
"1","6-amino-2-[(2-morpholin-4-ylethyl)amino]-3,7-dihydro-8H-imidazo[4,5-g]quinazolin-8-one (DB07564)","0.9040","http://www.drugbank.ca/drugs/DB07564"
"2","Terazosin (DB01162)","0.8880","http://www.drugbank.ca/drugs/DB01162"
"3","Avanafil (DB06237)","0.8860","http://www.drugbank.ca/drugs/DB06237"
"4","2-{4-[4-({4-[2-methyl-1-(1-methylethyl)-1H-imidazol-5-yl]pyrimidin-2-yl}amino)phenyl]piperazin-1-yl}-2-oxoethanol (DB07982)","0.8858","http://www.drugbank.ca/drugs/DB07982"
"5","Dasatinib (DB01254)","0.8831","http://www.drugbank.ca/drugs/DB01254"
"6","N-(4-{[(3S)-3-(dimethylamino)pyrrolidin-1-yl]carbonyl}phenyl)-5-fluoro-4-[2-methyl-1-(1-methylethyl)-1H-imidazol-5-yl]pyrimidin-2-amine (DB07936)","0.8791","http://www.drugbank.ca/drugs/DB07936"
"7","Enoxacin (DB00467)","0.8785","http://www.drugbank.ca/drugs/DB00467"
"8","2-butoxy-9-(2,6-difluorobenzyl)-N-(2-morpholin-4-ylethyl)-9H-purin-6-amine (DB07937)","0.8731","http://www.drugbank.ca/drugs/DB07937"
"9","2-(4-ETHYLPIPERAZIN-1-YL)-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE (DB08360)","0.8729","http://www.drugbank.ca/drugs/DB08360"
"10","4-[(2-{4-[(CYCLOPROPYLCARBAMOYL)AMINO]-1H-PYRAZOL-3-YL}-1H-BENZIMIDAZOL-6-YL)METHYL]MORPHOLIN-4-IUM (DB08067)","0.8716","http://www.drugbank.ca/drugs/DB08067"
"11","Flibanserin (DB04908)","0.8691","http://www.drugbank.ca/drugs/DB04908"
"12","Prazosin (DB00457)","0.8670","http://www.drugbank.ca/drugs/DB00457"
"13","N6-METHYL-(R)-ROSCOVITINE, R-2-[6-(BENZYL-METHYL-AMINO)-9-ISOPROPYL-9H-PURIN-2-YLAMINO]-BUTAN-1-OL (DB04776)","0.8667","http://www.drugbank.ca/drugs/DB04776"
"14","Alfuzosin (DB00346)","0.8658","http://www.drugbank.ca/drugs/DB00346"
"15","2-[4-(2H-1,4-BENZOTHIAZINE-3-YL)-PIPERAZINE-1-LY]-1,3-THIAZOLE-4-CARBOXYLIC ACID ETHYLESTER (DB08540)","0.8632","http://www.drugbank.ca/drugs/DB08540"
"16","Delavirdine (DB00705)","0.8565","http://www.drugbank.ca/drugs/DB00705"
"17","Dapiprazole (DB00298)","0.8525","http://www.drugbank.ca/drugs/DB00298"
"18","Fluphenazine (DB00623)","0.8518","http://www.drugbank.ca/drugs/DB00623"
"19","METHYL 1-(4-{[(2,4-DIAMINOPTERIDIN-6-YL)METHYL](METHYL)AMINO}BENZOYL)PIPERIDINE-4-CARBOXYLATE (DB07765)","0.8506","http://www.drugbank.ca/drugs/DB07765"
"20","(2R)-1-(DIMETHYLAMINO)-3-{4-[(6-{[2-FLUORO-5-(TRIFLUOROMETHYL)PHENYL]AMINO}PYRIMIDIN-4-YL)AMINO]PHENOXY}PROPAN-2-OL (DB07054)","0.8493","http://www.drugbank.ca/drugs/DB07054"
"21","4-{[4-{[(1R,2R)-2-(dimethylamino)cyclopentyl]amino}-5-(trifluoromethyl)pyrimidin-2-yl]amino}-N-methylbenzenesulfonamide (DB08341)","0.8493","http://www.drugbank.ca/drugs/DB08341"
"22","CI-1033 (DB05424)","0.8475","http://www.drugbank.ca/drugs/DB05424"
"23","7-amino-2-tert-butyl-4-(4-pyrimidin-2-ylpiperazin-1-yl)pyrido[2,3-d]pyrimidine-6-carboxamide (DB07043)","0.8474","http://www.drugbank.ca/drugs/DB07043"
"24","N-{2-[6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2,2-DIMETHYL-3-OXO-2,3-DIHYDRO-4H-1,4-BENZOXAZIN-4-YL]ETHYL}ACETAMIDE (DB07059)","0.8468","http://www.drugbank.ca/drugs/DB07059"
"25","OLOMOUCINE II (DB04662)","0.8429","http://www.drugbank.ca/drugs/DB04662"
"26","Mepyramine (DB06691)","0.8423","http://www.drugbank.ca/drugs/DB06691"
"27","METHYL 1-(4-{[(2,4-DIAMINOPTERIDIN-6-YL)METHYL]AMINO}BENZOYL)PIPERIDINE-4-CARBOXYLATE (DB07689)","0.8405","http://www.drugbank.ca/drugs/DB07689"
